Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from reservoir(kg/s),Mix Valve - Temperature in from reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%)
19278.0000000000,600.0000000000,77.5512041553,37.2854879810,30.0562560490,70.3180100430,56.6836215789,55.2063998990,53.6208658358,51.4551495733,50.9727378963,2.1139166528,2.2331153788,2.1139166528,2.4711931988,32.0266638567,2110.5510869028,27352.7420862604,1588.7463285250,20590.1524176840,4.1789459167,75.2763739473,567.9733361433,167.0874979240,567.9733361433,32.0266638567,600.0000000000,2.2331153788,37.2854879810,2.1139166528,36.6291316543,4461.7052079824,99.1513813287,600.0000000000,36.6291316543,30.0562560490,31.9195469565,2.1139166528,4927.1162699763,99.7316316014,600.0000000000,77.5706679973,77.1377714113,70.3180100430,77.5512041553,2.1139166528,74.4271590599,76.1548568175,24.1754717282,2197.4714437259,17.3714980126,757.4727904775,0.3400000000,74.5907491989,208.0267626252,74.4271590599,29.0557790575,0.3400000000,76.1548568175,128.0217212103,76.0542255107,29.1725141750,74.5907491989,0.3400000000,16.9154925760,-9.2292782872,74.5907491989,67.3254353411,3.2704781310,23.9867664928,19.6904994233,-44.9884889715,91.5931983790,0.2266000000,74.5907491989,76.6270479286,51.0991240628,1726.2963458283,11.0776445695,757.4727904775,0.2266000000,74.5907491989,75.6995811388,33.0012232212,939.9070769594,13.9040459702,396.0008124000,2.3934843398,6.5679807178,757.4727904775,4.5277418424,2.5295991470,1.9981426954,0.0435633055,2.4860358414,78.1596780786,78.1596780786,77.1377714113,55.2320867622,77.1377714113,76.7605242752,77.3779863676,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,107.1000000000,31.8628172333,0.5000000000,74.5907491989,2.5295991470,78.1596780786,3.0295991470,77.5706679973,2.2112001780,26.5344021355,69.0891568737,793.6533974831,4.9576961924,1833.2394716882,11.0419918814,0.3466753761,2.0289570521,2.9024642301,16.9870018856,65.2275967456
19404.0000000000,600.0000000000,77.5470104555,37.2853889402,30.0562260192,70.3138324098,56.6815047136,55.2040311412,53.6182277677,51.4529187041,50.9705996388,2.1213886589,2.2409790916,2.1213886589,2.4706139062,32.0191562245,2110.1459104613,27347.4909995782,1588.2528530980,20583.7569761507,4.1780235885,75.2674421813,567.9808437755,168.2082988312,567.9808437755,32.0191562245,600.0000000000,2.2409790916,37.2853889402,2.1213886589,36.6292120204,4461.3648924887,99.1518446075,600.0000000000,36.6292120204,30.0562260192,31.9194005307,2.1213886589,4926.6732320119,99.7318207146,600.0000000000,77.5664605017,77.1338319154,70.3138324098,77.5470104555,2.1213886589,74.3720691171,76.0584356800,23.7864736252,2144.8577404126,17.4474838033,751.4276720925,0.3400000000,74.5354776925,207.7926923448,74.3720691171,29.0517334844,0.3400000000,76.0584356800,127.7781079151,75.9579932867,29.1654803655,74.5354776925,0.3400000000,16.8708081895,-9.2471701774,74.5354776925,67.2559410103,3.2456129792,23.9958999215,19.8045287311,-45.3118285458,92.1844544081,0.2266000000,74.5354776925,76.5493889460,50.9429807927,1707.2864598071,11.1377304757,751.4276720925,0.2266000000,74.5354776925,75.6263595506,32.7276072336,924.6753573488,13.9096054727,392.9975484984,2.4072915352,6.6006094649,751.4276720925,4.5277392463,2.5312059212,1.9965333251,0.0423445171,2.4888614041,78.1651835814,78.1651835814,77.1338319154,55.2010249980,77.1338319154,76.7669182205,77.3834915783,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,107.8000000000,32.0710709408,0.5000000000,74.5354776925,2.5312059212,78.1651835814,3.0312059212,77.5664605017,2.2073567055,26.4882804660,68.6834038240,785.8245647707,4.9853362920,1819.3052638462,11.1059101329,0.3446393896,2.0410548882,2.8854183757,17.0882883891,65.2388768952
19530.0000000000,600.0000000000,77.5427792127,37.2852863029,30.0561959884,70.3096208936,56.6793677664,55.2016425751,53.6155701960,51.4506699824,50.9684439101,2.1288589091,2.2488406072,2.1288589091,2.4700319910,32.0116146039,2109.7390661647,27342.2182974951,1587.7578129319,20577.3412555974,4.1770989786,75.2584923129,567.9883853961,169.3288363730,567.9883853961,32.0116146039,600.0000000000,2.2488406072,37.2852863029,2.1288589091,36.6292895412,4461.0228098666,99.1523075278,600.0000000000,36.6292895412,30.0561959884,31.9192533446,2.1288589091,4926.2278344580,99.7320104867,600.0000000000,77.5622154055,77.1298592036,70.3096208936,77.5427792127,2.1288589091,74.3161090826,75.9605131919,23.3851046349,2091.4425724499,17.5216139774,745.2901484020,0.3400000000,74.4793332268,207.5549278730,74.3161090826,29.0476234234,0.3400000000,75.9605131919,127.5307061655,75.8602626530,29.1583352815,74.4793332268,0.3400000000,16.8254477857,-9.2653221377,74.4793332268,67.1853660578,3.2203472907,24.0051721063,19.9176806962,-45.6357989243,92.7741345575,0.2266000000,74.4793332268,76.4705140628,50.7818597247,1687.9860017574,11.1971459107,745.2901484020,0.2266000000,74.4793332268,75.5519937328,32.4453802872,909.2139580738,13.9152512589,389.9458278108,2.4209927619,6.6327010502,745.2901484020,4.5277365271,2.5328440144,1.9948925127,0.0411141383,2.4917298761,78.1707965422,78.1707965422,77.1298592036,55.1723294913,77.1298592036,76.7734357885,77.3891042331,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,108.5000000000,32.2793246482,0.5000000000,74.4793332268,2.5328440144,78.1707965422,3.0328440144,77.5622154055,2.2034384649,26.4412615784,68.2700616947,777.8854283421,5.0127004350,1805.1465592408,11.1693367289,0.3425653227,2.0530807942,2.8680537008,17.1889726730,65.2506140735
19656.0000000000,600.0000000000,77.5385098504,37.2851800102,30.0561659566,70.3053749775,56.6772104268,55.1992338958,53.6128928221,51.4484031357,50.9662704437,2.1363273957,2.2566999138,2.1363273957,2.4694474137,32.0040384813,2109.3305274913,27336.9236362871,1587.2611835644,20570.9049389948,4.1761720546,75.2495240967,567.9959615187,170.4491093513,567.9959615187,32.0040384813,600.0000000000,2.2566999138,37.2851800102,2.1363273957,36.6293642312,4460.6789708186,99.1527700897,600.0000000000,36.6293642312,30.0561659566,31.9191054028,2.1363273957,4925.7800373093,99.7322009038,600.0000000000,77.5579321329,77.1258526369,70.3053749775,77.5385098504,2.1363273957,74.2592788781,75.8610891943,22.9709060276,2037.2259418488,17.5938604838,739.0602194061,0.3400000000,74.4223157235,207.3134690091,74.2592788781,29.0434488402,0.3400000000,75.8610891943,127.2795157910,75.7610334510,29.1510788270,74.4223157235,0.3400000000,16.7794120614,-9.2837339327,74.4223157235,67.1137105544,3.1946801329,24.0145829728,20.0299412835,-45.9604092053,93.3622151788,0.2266000000,74.4223157235,76.3904231370,50.6155757218,1668.3949490245,11.2558807039,739.0602194061,0.2266000000,74.4223157235,75.4764837185,32.1542262958,893.5229987418,13.9209833179,386.8455314451,2.4345863219,6.6642474370,739.0602194061,4.5277336878,2.5345130680,1.9932206199,0.0398718941,2.4946411738,78.1765157277,78.1765157277,77.1258526369,55.1460411933,77.1258526369,76.7800754832,77.3948230991,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,109.2000000000,32.4875783556,0.5000000000,74.4223157235,2.5345130680,78.1765157277,3.0345130680,77.5579321329,2.1994445516,26.3933346191,67.8490557576,769.8365869621,5.0397847715,1790.7628321967,11.2322638025,0.3404528003,2.0650334307,2.8503670662,17.2890435236,65.2628054570
19782.0000000000,600.0000000000,77.5342016574,37.2850699896,30.0561359240,70.3010940236,56.6750323121,55.1968047272,53.6101952772,51.4461178278,50.9640789109,2.1437941103,2.2645569990,2.1437941103,2.4688601251,31.9964272213,2108.9202615966,27331.6065902919,1586.7629346040,20564.4476324680,4.1752427764,75.2405372313,568.0035727787,171.5691165475,568.0035727787,31.9964272213,600.0000000000,2.2645569990,37.2850699896,2.1437941103,36.6294360964,4460.3333803118,99.1532322928,600.0000000000,36.6294360964,30.0561359240,31.9189567074,2.1437941103,4925.3297913143,99.7323919509,600.0000000000,77.5536099739,77.1218114376,70.3010940236,77.5342016574,2.1437941103,74.2015783217,75.7601634310,22.5433940030,1982.2078613844,17.6641952713,732.7378851047,0.3400000000,74.3644249998,207.0683151126,74.2015783217,29.0392096926,0.3400000000,75.7601634310,127.0245363801,75.6603054248,29.1437108974,74.3644249998,0.3400000000,16.7327016943,-9.3024052942,74.3644249998,67.0409744911,3.1686105604,24.0241324488,20.1412964249,-46.2856684785,93.9486726479,0.2266000000,74.3644249998,76.3091159232,50.4439335400,1648.5132805608,11.3139246842,732.7378851047,0.2266000000,74.3644249998,75.3998294403,31.8538118914,877.6026028951,13.9268016442,383.6965388830,2.4480705130,6.6952405928,732.7378851047,4.5277307322,2.5362126845,1.9915180477,0.0386174642,2.4975952203,78.1823397712,78.1823397712,77.1218114376,55.1221837912,77.1218114376,76.7868356538,77.4006468099,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,109.9000000000,32.6958320630,0.5000000000,74.3644249998,2.5362126845,78.1823397712,3.0362126845,77.5536099739,2.1953740309,26.3444883713,67.4203091209,761.6786645285,5.0665854725,1776.1535496226,11.2946834687,0.3383014366,2.0769114449,2.8323552416,17.3884896156,65.2754481277
19908.0000000000,600.0000000000,77.5298537904,37.2849561553,30.0561058906,70.2967772750,56.6728329684,55.1943546230,53.6074771233,51.4438136595,50.9618689214,2.1512590448,2.2724118496,2.1512590448,2.4682700669,31.9887800675,2108.5082293917,27326.2666529164,1586.2630298051,20557.9688662735,4.1743110960,75.2315313591,568.0112199325,172.6888567188,568.0112199325,31.9887800675,600.0000000000,2.2724118496,37.2849561553,2.1512590448,36.6295051341,4459.9860374308,99.1536941370,600.0000000000,36.6295051341,30.0561058906,31.9188072580,2.1512590448,4924.8770380812,99.7325836118,600.0000000000,77.5492480859,77.1177346906,70.2967772750,77.5298537904,2.1512590448,74.1430071255,75.6577355468,22.1020580007,1926.3883546855,17.7325902897,726.3231454979,0.3400000000,74.3056607671,206.8194650965,74.1430071255,29.0349059300,0.3400000000,75.6577355468,126.7657672758,75.5580782201,29.1362313791,74.3056607671,0.3400000000,16.6853173422,-9.3213359212,74.3056607671,66.9671577780,3.1421376140,24.0338204644,20.2517320190,-46.6115858233,94.5334833639,0.2266000000,74.3056607671,76.2265920711,50.2667271465,1628.3409769213,11.3712676796,726.3231454979,0.2266000000,74.3056607671,75.3220307291,31.5437852603,861.4528980531,13.9327062388,380.4987279759,2.4614436286,6.7256724896,726.3231454979,4.5277276641,2.5379424285,1.9897852356,0.0373504833,2.5005919452,78.1882671752,78.1882671752,77.1177346906,55.1007613552,77.1177346906,76.7937144977,77.4065738686,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,110.6000000000,32.9040857704,0.5000000000,74.3056607671,2.5379424285,78.1882671752,3.0379424285,77.5492480859,2.1912259367,26.2947112400,66.9837426597,753.4123111332,5.0930987318,1761.3181710121,11.3565878236,0.3361108346,2.0887134704,2.8140149029,17.4872995089,65.2885390674
20034.0000000000,600.0000000000,77.5254652768,37.2848384086,30.0560758564,70.2924238586,56.6706118723,55.1918830686,53.6047378555,51.4414901705,50.9596400252,2.1587221906,2.2802644517,2.1587221906,2.4676771718,31.9810961467,2108.0943857308,27320.9032390713,1585.7614272464,20551.4680971136,4.1733769579,75.2225060690,568.0189038533,173.8083285939,568.0189038533,31.9810961467,600.0000000000,2.2802644517,37.2848384086,2.1587221906,36.6295713328,4459.6369352674,99.1541556219,600.0000000000,36.6295713328,30.0560758564,31.9186570516,2.1587221906,4924.4217103457,99.7327758698,600.0000000000,77.5448454974,77.1136213476,70.2924238586,77.5254652768,2.1587221906,74.0835648954,75.5538050876,21.6463588739,1869.7674566213,17.7990174896,719.8160005857,0.3400000000,74.2460226299,206.5669174238,74.0835648954,29.0305374933,0.3400000000,75.5538050876,126.5032075749,75.4543513836,29.1286401496,74.2460226299,0.3400000000,16.6372596429,-9.3405254796,74.2460226299,66.8922602438,3.1152603219,24.0436469521,20.3612339306,-46.9381703085,95.1166237486,0.2266000000,74.2460226299,76.1428511248,50.0837389802,1607.8780202464,11.4278995177,719.8160005857,0.2266000000,74.2460226299,75.2430873133,31.2237748822,845.0740157343,13.9386971082,377.2519749391,2.4747039579,6.7555351040,719.8160005857,4.5277244880,2.5397018284,1.9880226596,0.0360705430,2.5036312854,78.1942963169,78.1942963169,77.1136213476,55.0817559449,77.1136213476,76.8007100679,77.4126026529,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,111.3000000000,33.1123394778,0.5000000000,74.2460226299,2.5397018284,78.1942963169,3.0397018284,77.5448454974,2.1869992697,26.2439912366,66.5392749410,745.0382041736,5.1193207660,1746.2561484425,11.4179689440,0.3338805858,2.1004381268,2.7953426291,17.5854616455,65.3020751513
20160.0000000000,600.0000000000,77.5210350224,37.2847166383,30.0560458212,70.2880327920,56.6683684350,55.1893894846,53.6019769050,51.4391468426,50.9573917158,2.1661835391,2.2881147909,2.1661835391,2.4670813638,31.9733744746,2107.6786797396,27315.5156894256,1585.2580796421,20544.9447121611,4.1724402998,75.2134608980,568.0266255254,174.9275308690,568.0266255254,31.9733744746,600.0000000000,2.2881147909,37.2847166383,2.1661835391,36.6296346717,4459.2860608609,99.1546167475,600.0000000000,36.6296346717,30.0560458212,31.9185060828,2.1661835391,4923.9637324421,99.7329687071,600.0000000000,77.5404011153,77.1094702348,70.2880327920,77.5210350224,2.1661835391,74.0232511312,75.4483714997,21.1757269004,1812.3452128631,17.8634488230,713.2164503680,0.3400000000,74.1855100863,206.3106701099,74.0232511312,29.0261043153,0.3400000000,75.4483714997,126.2368561280,75.3491243627,29.1209370778,74.1855100863,0.3400000000,16.5885292147,-9.3599736023,74.1855100863,66.8162816357,3.0879776988,24.0536118469,20.4697879903,-47.2654309900,95.6980702459,0.2266000000,74.1855100863,76.0578925236,49.8947391550,1587.1243943452,11.4838100253,713.2164503680,0.2266000000,74.1855100863,75.1629988187,30.8933881625,828.4660914550,13.9447742654,373.9561543434,2.4878497857,6.7848204170,713.2164503680,4.5277212087,2.5414903785,1.9862308302,0.0347771936,2.5067131850,78.2004254572,78.2004254572,77.1094702348,55.0651252816,77.1094702348,76.8078202826,77.4187314241,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,112.0000000000,33.3205931852,0.5000000000,74.1855100863,2.5414903785,78.2004254572,3.0414903785,77.5404011153,2.1826929968,26.1923159616,66.0868221468,736.5570495184,5.1452478161,1730.9669265687,11.4788188878,0.3316102694,2.1120840189,2.7763348989,17.6829643458,65.3160531411
20286.0000000000,600.0000000000,77.5165618215,37.2845907223,30.0560157849,70.2836029924,56.6661020076,55.1868732329,53.5991936454,51.4367831049,50.9551234351,2.1736430814,2.2959628517,2.1736430814,2.4664825591,31.9656139661,2107.2610553179,27310.1032769203,1584.7529348150,20538.3980352027,4.1715010527,75.2043953366,568.0343860339,176.0464622038,568.0343860339,31.9656139661,600.0000000000,2.2959628517,37.2845907223,2.1736430814,36.6296951213,4458.9333952029,99.1550775133,600.0000000000,36.6296951213,30.0560157849,31.9183543432,2.1736430814,4923.5030210303,99.7331621052,600.0000000000,77.5359137348,77.1052800633,70.2836029924,77.5165618215,2.1736430814,73.9620652286,75.3414341323,20.6895596291,1754.1216798610,17.9258562439,706.5244948449,0.3400000000,74.1241225301,206.0507207308,73.9620652286,29.0216063207,0.3400000000,75.3414341323,125.9667115447,75.2423965080,29.1131220237,74.1241225301,0.3400000000,16.5391266571,-9.3796798901,74.1241225301,66.7392216208,3.0602887461,24.0637150858,20.5773799940,-47.5933769108,96.2777993210,0.2266000000,74.1241225301,75.9717156030,49.6994845857,1566.0800845474,11.5389890286,706.5244948449,0.2266000000,74.1241225301,75.0817647713,30.5522099472,811.6292646945,13.9509377289,370.6111391045,2.5008793924,6.8135204147,706.5244948449,4.5277178314,2.5433075431,1.9844102883,0.0334699474,2.5098375957,78.2066527522,78.2066527522,77.1052800633,55.0508006425,77.1052800633,76.8150429396,77.4249583390,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,112.7000000000,33.5288468926,0.5000000000,74.1241225301,2.5433075431,78.2066527522,3.0433075431,77.5359137348,2.1783060489,26.1396725872,65.6262979917,727.9695827286,5.1708761484,1715.4499426131,11.5391296929,0.3292994526,2.1236497368,2.7569880875,17.7797958054,65.3304696785
20412.0000000000,600.0000000000,77.5120443721,37.2844605283,30.0559857471,70.2791332905,56.6638118897,55.1843336242,53.5963873998,51.4343983405,50.9528345801,2.1811008081,2.3038086182,2.1811008081,2.4658806674,31.9578134489,2106.8414518532,27304.6652160181,1584.2459363696,20531.8273353500,4.1705591420,75.1953088343,568.0421865511,177.1651212186,568.0421865511,31.9578134489,600.0000000000,2.3038086182,37.2844605283,2.1811008081,36.6297526429,4458.5789133276,99.1555379191,600.0000000000,36.6297526429,30.0559857471,31.9182018221,2.1811008081,4923.0394861307,99.7333560450,600.0000000000,77.5313820551,77.1010494453,70.2791332905,77.5120443721,2.1811008081,73.9000064838,75.2329922414,20.1872195379,1695.0969245862,17.9862117082,699.7401340163,0.3400000000,74.0618592550,205.7870664404,73.9000064838,29.0170434259,0.3400000000,75.2329922414,125.6927722030,75.1341670767,29.1051948386,74.0618592550,0.3400000000,16.4890525516,-9.3996439133,74.0618592550,66.6610797898,3.0321924522,24.0739566084,20.6839957022,-47.9220170992,96.8557874594,0.2266000000,74.0618592550,75.8843195999,49.4977180450,1544.7450776819,11.5934263536,699.7401340163,0.2266000000,74.0618592550,74.9993846007,30.1998009079,794.5636788204,13.9571875229,367.2168004684,2.5137910539,6.8416270879,699.7401340163,4.5277143616,2.5451527609,1.9825616007,0.0321482843,2.5130044766,78.2129762708,78.2129762708,77.1010494453,55.0386851880,77.1010494453,76.8223757366,77.4312814671,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,113.4000000000,33.7371006000,0.5000000000,74.0618592550,2.5451527609,78.2129762708,3.0451527609,77.5313820551,2.1738373199,26.0860478382,65.1576136366,719.2765703394,5.1962020554,1699.7046263491,11.5988933778,0.3269476896,2.1351338553,2.7372984627,17.8759440907,65.3453212776
20538.0000000000,600.0000000000,77.5074812964,37.2843259165,30.0559557076,70.2746224487,56.6614973396,55.1817699289,53.5935574520,51.4319918969,50.9505245128,2.1885567099,2.3116520738,2.1885567099,2.4652755927,31.9499716818,2106.4198051816,27299.2006751542,1583.7370245949,20525.2318387503,4.1696144888,75.1862008085,568.0500283182,178.2835064914,568.0500283182,31.9499716818,600.0000000000,2.3116520738,37.2843259165,2.1885567099,36.6298071895,4458.2225845076,99.1559979647,600.0000000000,36.6298071895,30.0559557076,31.9180485064,2.1885567099,4922.5730325213,99.7335505071,600.0000000000,77.5268046993,77.0967769149,70.2746224487,77.5074812964,2.1885567099,73.8370740990,75.1230449948,19.6680314798,1635.2710236848,18.0444871746,692.8633678823,0.3400000000,73.9987194608,205.5197039980,73.8370740990,29.0124155404,0.3400000000,75.1230449948,125.4150362644,75.0244352386,29.0971553659,73.9987194608,0.3400000000,16.4383074644,-9.4198652128,73.9987194608,66.5818556612,3.0036877922,24.0843363561,20.7896208400,-48.2513605678,97.4320111672,0.2266000000,73.9987194608,75.7957036576,49.2891671327,1523.1193619511,11.6471118256,692.8633678823,0.2266000000,73.9987194608,74.9158576465,29.8356957838,777.2694809611,13.9635236771,363.7730079937,2.5265830417,6.8691324328,692.8633678823,4.5277108051,2.5470254518,1.9806853533,0.0308116582,2.5162137937,78.2193940167,78.2193940167,77.0967769149,55.0286530039,77.0967769149,76.8298162963,77.4376988128,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,114.1000000000,33.9453543074,0.5000000000,73.9987194608,2.5470254518,78.2193940167,3.0470254518,77.5268046993,2.1692856643,26.0314279720,64.6806775982,710.4788112053,5.2212218570,1683.7304000786,11.6581019406,0.3245545213,2.1465349330,2.7172621813,17.9713971359,65.3606043173
20664.0000000000,600.0000000000,77.5028711666,37.2841867422,30.0559256659,70.2700691847,56.6591575891,55.1791813911,53.5907030597,51.4295630975,50.9481925721,2.1960107770,2.3194932012,2.1960107770,2.4646672360,31.9420873790,2105.9960488253,27293.7087927763,1583.2261376285,20518.6107436648,4.1686670114,75.1770706555,568.0579126210,179.4016165559,568.0579126210,31.9420873790,600.0000000000,2.3194932012,37.2841867422,2.1960107770,36.6298587057,4457.8643725791,99.1564576497,600.0000000000,36.6298587057,30.0559256659,31.9178943805,2.1960107770,4922.1035615393,99.7337454718,600.0000000000,77.5221802407,77.0924609554,70.2700691847,77.5028711666,2.1960107770,73.7732671927,75.0115914816,19.1312798977,1574.6440622809,18.1006546043,685.8941964429,0.3400000000,73.9347022629,205.2486298087,73.7732671927,29.0077225666,0.3400000000,75.0115914816,125.1335016950,74.9132000844,29.0890034416,73.9347022629,0.3400000000,16.3868919491,-9.4403433041,73.9347022629,66.5015486887,2.9747737277,24.0948542720,20.8942410963,-48.5814163128,98.0064469696,0.2266000000,73.9347022629,75.7058668362,49.0735431506,1501.2029266856,11.7000352696,685.8941964429,0.2266000000,73.9347022629,74.8311831675,29.4594014644,759.7468218172,13.9699462255,360.2796295298,2.5392536225,6.8960284504,685.8941964429,4.5277071677,2.5489250249,1.9787821427,0.0294595054,2.5194655196,78.2259039561,78.2259039561,77.0924609554,55.0205492049,77.0924609554,76.8373621995,77.4442083427,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,114.8000000000,34.1536080148,0.5000000000,73.9347022629,2.5489250249,78.2259039561,3.0489250249,77.5221802407,2.1646498964,25.9757987569,64.1953956529,701.5771379115,5.2459319016,1667.5266786020,11.7167473591,0.3221194749,2.1578515126,2.6968752848,18.0661427384,65.3763150335
