Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from reservoir(kg/s),Mix Valve - Temperature in from reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%)
7308.0000000000,600.0000000000,77.6475817161,37.2656089935,30.0590051448,70.4422077958,56.7228962987,55.2716106723,53.7138985474,51.5233193412,51.0353014282,1.3978994307,1.4778581393,1.3978994307,2.5048358607,32.4626727552,2135.0783693153,27670.6156663257,1622.4196426801,21026.5585691342,4.2482592220,75.9887630354,567.5373272448,59.6849146124,567.5373272448,32.4626727552,600.0000000000,1.4778581393,37.2656089935,1.3978994307,36.5987402744,4479.1689018790,99.1058119830,600.0000000000,36.5987402744,30.0590051448,31.9270609710,1.3978994307,4949.4528158842,99.7165655808,600.0000000000,77.6680622747,77.2287567519,70.4422077958,77.6475817161,1.3978994307,75.5696137014,78.3630607942,32.5372100885,3554.5893794460,5.8154028767,910.3908442499,0.3400000000,75.7369691510,212.8815035520,75.5696137014,29.1395467806,0.3400000000,78.3630607942,133.6021313355,78.2581028053,29.3331380498,75.7369691510,0.3400000000,17.9748494723,-8.7002902704,75.7369691510,68.8908535979,3.8940622820,23.7630677869,6.8417770759,-15.8174023015,31.8203412678,0.2266000000,75.7369691510,78.3449528666,54.4729037269,2211.7868234455,3.8074885846,910.3908442499,0.2266000000,75.7369691510,77.3067824856,38.8876579153,1331.1515862891,13.7780715098,471.6329737885,0.8380744156,2.2121208902,910.3908442499,4.5277654457,2.4988751384,2.0288903073,0.0714543200,2.4274208184,78.0544547547,78.0544547547,77.2287567519,56.5723642279,77.2287567519,76.6380955945,77.2727656997,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,40.6000000000,12.0787150296,0.5000000000,75.7369691510,2.4988751384,78.0544547547,2.9988751384,77.6680622747,2.3038755275,27.6465063301,78.9556409708,994.8003488861,1.6811029017,2182.8476278999,3.8399257458,0.3961833922,0.7199122228,3.3169593327,6.0273085985,66.5522385122
7434.0000000000,600.0000000000,77.6505378954,37.2662028617,30.0589766553,70.4444871732,56.7246106888,55.2730275081,53.7149950985,51.5244926239,51.0364910040,1.4054739479,1.4858635151,1.4054739479,2.5047651988,32.4617569761,2135.0070870471,27669.6918481302,1622.2427890707,21024.2665463560,4.2477718359,75.9830165863,567.5382430239,60.8210921816,567.5382430239,32.4617569761,600.0000000000,1.4858635151,37.2662028617,1.4054739479,36.5992030690,4479.0788013181,99.1063064030,600.0000000000,36.5992030690,30.0589766553,31.9270222038,1.4054739479,4949.4811299734,99.7166966964,600.0000000000,77.6710108758,77.2315947164,70.4444871732,77.6505378954,1.4054739479,75.6004120938,78.4120412756,32.6512955144,3577.7626885524,5.9402245785,913.1242298817,0.3400000000,75.7678690505,213.0123936468,75.6004120938,29.1418016082,0.3400000000,78.4120412756,133.7259381984,78.3069873092,29.3366909715,75.7678690505,0.3400000000,17.9970051636,-8.6938871159,75.7678690505,68.9268593076,3.9050413127,23.7587321084,6.9782640106,-16.1217987822,32.4498538681,0.2266000000,75.7678690505,78.3858255867,54.5180278955,2220.2652577596,3.8850515167,913.1242298817,0.2266000000,75.7678690505,77.3456819828,38.9691816385,1337.9472693772,13.7752075354,472.9506890366,0.8546049450,2.2588317396,913.1242298817,4.5277649375,2.4981353969,2.0296295406,0.0723193699,2.4258160271,78.0519233411,78.0519233411,77.2315947164,56.6283651423,77.2315947164,76.6351448276,77.2702342289,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,41.3000000000,12.2869687370,0.5000000000,75.7678690505,2.4981353969,78.0519233411,2.9981353969,77.6710108758,2.3054459150,27.6653509801,79.1241001224,998.4139132676,1.7159850072,2188.9960008681,3.9164344778,0.3970286860,0.7337936385,3.3240363718,6.1435277339,66.5103179705
7560.0000000000,600.0000000000,77.6534292045,37.2667906537,30.0589483144,70.4467078647,56.7262904190,55.2744100252,53.7160577145,51.5256350396,51.0376504211,1.4130482442,1.4938684715,1.4130482442,2.5046898437,32.4607803742,2134.9327057667,27668.7278667371,1622.0629670565,21021.9360530518,4.2472803786,75.9772410004,567.5392196258,61.9572366284,567.5392196258,32.4607803742,600.0000000000,1.4938684715,37.2667906537,1.4130482442,36.5996809255,4478.9989436743,99.1068005405,600.0000000000,36.5996809255,30.0589483144,31.9269878439,1.4130482442,4949.5051372141,99.7168286059,600.0000000000,77.6738945297,77.2343722710,70.4467078647,77.6534292045,1.4130482442,75.6302942378,78.4594801356,32.7607580818,3600.1395013662,6.0658432985,915.7652102080,0.3400000000,75.7978496820,213.1393905523,75.6302942378,29.1439891862,0.3400000000,78.4594801356,133.8458494409,78.3543332122,29.3401316638,75.7978496820,0.3400000000,18.0184528456,-8.6877366599,75.7978496820,68.9617447052,3.9156444269,23.7545387258,7.1151285795,-16.4259756045,33.0801294248,0.2266000000,75.7978496820,78.4254386895,54.5613090726,2228.4545507738,3.9629060942,915.7652102080,0.2266000000,75.7978496820,77.3833892618,39.0474295545,1344.5112352796,13.7724329574,474.2230425844,0.8711807943,2.3057763511,915.7652102080,4.5277643661,2.4974244014,2.0303399647,0.0731658786,2.4242585228,78.0494904530,78.0494904530,77.2343722710,56.6836949564,77.2343722710,76.6323086570,77.2678012765,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,42.0000000000,12.4952224444,0.5000000000,75.7978496820,2.4974244014,78.0494904530,2.9974244014,77.6738945297,2.3069607016,27.6835284191,79.2866321637,1001.9060239305,1.7509914455,2194.9337347571,3.9931546869,0.3978442388,0.7477041145,3.3308644105,6.2599901707,66.4690670575
7686.0000000000,600.0000000000,77.6562544941,37.2673722363,30.0589200990,70.4488688319,56.7279348624,55.2757576047,53.7170857853,51.5267460300,51.0387791334,1.4206223054,1.5018729880,1.4206223054,2.5046097158,32.4597419173,2134.8551729159,27667.7230409906,1621.8801271090,21019.5664473327,4.2467847834,75.9714357997,567.5402580827,63.0933458063,567.5402580827,32.4597419173,600.0000000000,1.5018729880,37.2673722363,1.4206223054,36.6001712825,4478.9275887572,99.1072943947,600.0000000000,36.6001712825,30.0589200990,31.9269571424,1.4206223054,4949.5247627420,99.7169612925,600.0000000000,77.6767120883,77.2370881952,70.4488688319,77.6562544941,1.4206223054,75.6592652275,78.5053820827,32.8656659225,3621.7192892813,6.1922311497,918.3137852289,0.3400000000,75.8269161562,213.2625158477,75.6592652275,29.1461099027,0.3400000000,78.5053820827,133.9618768582,78.4001452137,29.3434605072,75.8269161562,0.3400000000,18.0391937396,-8.6818405151,75.8269161562,68.9955136568,3.9258720161,23.7504875134,7.2523576324,-16.7299416425,33.7111431805,0.2266000000,75.8269161562,78.4637971988,54.6027741737,2236.3546185005,4.0410421955,918.3137852289,0.2266000000,75.8269161562,77.4199092568,39.1224489489,1350.8433252299,13.7697474836,475.4500798921,0.8878003764,2.3529466118,918.3137852289,4.5277637369,2.4967415728,2.0310221641,0.0739934942,2.4227480787,78.0471540980,78.0471540980,77.2370881952,56.7382723445,77.2370881952,76.6295847885,77.2654648507,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,42.7000000000,12.7034761519,0.5000000000,75.8269161562,2.4967415728,78.0471540980,2.9967415728,77.6767120883,2.3084201374,27.7010416482,79.4432597859,1005.2765578732,1.7861179636,2200.6610480017,4.0700790044,0.3986301645,0.7616426120,3.3374444021,6.3766872109,66.4284839873
7812.0000000000,600.0000000000,77.6590124823,37.2679474658,30.0588919891,70.4509689173,56.7295433215,55.2770695585,53.7180786333,51.5278249757,51.0398765347,1.4281961169,1.5098770437,1.4281961169,2.5045247261,32.4586404501,2134.7744295041,27666.6766063731,1621.6942136886,21017.1570094038,4.2462849760,75.9656004529,567.5413595499,64.2294175303,567.5413595499,32.4586404501,600.0000000000,1.5098770437,37.2679474658,1.4281961169,36.6006718986,4478.8632143259,99.1077879647,600.0000000000,36.6006718986,30.0588919891,31.9269294443,1.4281961169,4949.5399221508,99.7170947400,600.0000000000,77.6794622702,77.2397411406,70.4509689173,77.6590124823,1.4281961169,75.6873287444,78.5497505281,32.9660849910,3642.5016710236,6.3193602290,920.7699549443,0.3400000000,75.8550721667,213.3817851111,75.6873287444,29.1481640421,0.3400000000,78.5497505281,134.0740289704,78.4444267181,29.3466777867,75.8550721667,0.3400000000,18.0592286508,-8.6761998709,75.8550721667,69.0281689415,3.9357244644,23.7465783891,7.3899380328,-17.0337058193,34.3428704130,0.2266000000,75.8550721667,78.5009047529,54.6424493601,2243.9654033380,4.1194496967,920.7699549443,0.2266000000,75.8550721667,77.4552455211,39.1942855155,1356.9434111068,13.7671509044,476.6318473165,0.9044621063,2.4003344038,920.7699549443,4.5277630552,2.4960863622,2.0316766930,0.0748018239,2.4212845383,78.0449123867,78.0449123867,77.2397411406,56.7920168122,77.2397411406,76.6269710465,77.2632230627,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,43.4000000000,12.9117298593,0.5000000000,75.8550721667,2.4960863622,78.0449123867,2.9960863622,77.6794622702,2.3098244633,27.7178935596,79.5940049022,1008.5254006310,1.8213603042,2206.1781558638,4.1472000695,0.3993865729,0.7756080959,3.3437772671,6.4936101891,66.3885668319
7938.0000000000,600.0000000000,77.6617017829,37.2685161899,30.0588639670,70.4530068698,56.7311150443,55.2783451444,53.7190355274,51.5288712090,51.0409419721,1.4357696638,1.5178806167,1.4357696638,2.5044347778,32.4574747205,2134.6904114995,27665.5877330332,1621.5051665516,21014.7069585084,4.2457808762,75.9597343866,567.5425252795,65.3654495732,567.5425252795,32.4574747205,600.0000000000,1.5178806167,37.2685161899,1.4357696638,36.6011808101,4478.8044870160,99.1082812498,600.0000000000,36.6011808101,30.0588639670,31.9269041760,1.4357696638,4949.5505235295,99.7172289328,600.0000000000,77.6821436902,77.2423296581,70.4530068698,77.6617017829,1.4357696638,75.7144873612,78.5925878651,33.0620788782,3662.4863813266,6.4472026223,923.1337193543,0.3400000000,75.8823202948,213.4972092108,75.7144873612,29.1501518069,0.3400000000,78.5925878651,134.1823117281,78.4871801140,29.3497837120,75.8823202948,0.3400000000,18.0785580602,-8.6708155838,75.8823202948,69.0597124850,3.9452021473,23.7428113041,7.5278566573,-17.3372770933,34.9752864221,0.2266000000,75.8823202948,78.5367639018,54.6803599367,2251.2868683643,4.1981184721,923.1337193543,0.2266000000,75.8823202948,77.4894005242,39.2629832449,1362.8113892201,13.7646430755,477.7683915372,0.9211644001,2.4479316048,923.1337193543,4.5277623264,2.4954582436,2.0323040828,0.0755904429,2.4198678007,78.0427635082,78.0427635082,77.2423296581,56.8448490383,77.2423296581,76.6244653450,77.2610741022,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,44.1000000000,13.1199835667,0.5000000000,75.8823202948,2.4954582436,78.0427635082,2.9954582436,77.6821436902,2.3111739113,27.7340869353,79.7388886307,1011.6524455006,1.8567142062,2211.4852694067,4.2245105287,0.4001135701,0.7895995350,3.3498638929,6.6107504717,66.3493135376
8064.0000000000,600.0000000000,77.6643209291,37.2690782500,30.0588360174,70.4549813666,56.7326492361,55.2795835788,53.7199556959,51.5298840254,51.0419747566,1.4433429311,1.5258836849,1.4433429311,2.5043397687,32.4562434024,2134.6030509764,27664.4555406545,1621.3129218285,21012.2154668973,4.2452723992,75.9538369950,567.5437565976,66.5014396626,567.5437565976,32.4562434024,600.0000000000,1.5258836849,37.2690782500,1.4433429311,36.6016962941,4478.7502372147,99.1087742490,600.0000000000,36.6016962941,30.0588360174,31.9268808342,1.4433429311,4949.5564691435,99.7173638559,600.0000000000,77.6847548821,77.2448522209,70.4549813666,77.6643209291,1.4433429311,75.7407427803,78.6338956873,33.1537086779,3681.6732456328,6.5757304077,925.4050784589,0.3400000000,75.9086622485,213.6087953191,75.7407427803,29.1520733354,0.3400000000,78.6338956873,134.2867290646,78.5284069919,29.3527784336,75.9086622485,0.3400000000,18.0971821967,-8.6656882481,75.9086622485,69.0901455446,3.9543054303,23.7391862362,7.6661003956,-17.6406644481,35.6083665199,0.2266000000,75.9086622485,78.5713763416,54.7165302787,2258.3189928001,4.2770383952,925.4050784589,0.2266000000,75.9086622485,77.5223758856,39.3285843510,1368.4471754334,13.7622239034,478.8597591043,0.9379056760,2.4957300898,925.4050784589,4.5277615559,2.4948567087,2.0329048472,0.0763589008,2.4184978080,78.0407057124,78.0407057124,77.2448522209,56.8966911566,77.2448522209,76.6220656674,77.2590162197,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,44.8000000000,13.3282372741,0.5000000000,75.9086622485,2.4948567087,78.0407057124,2.9948567087,77.6847548821,2.3124687039,27.7496244464,79.8779312838,1014.6575928959,1.8921754049,2216.5825946831,4.3020030358,0.4008112579,0.8036159017,3.3557051326,6.7280994554,66.3107219398
8190.0000000000,600.0000000000,77.6668683935,37.2696334830,30.0588081266,70.4568910307,56.7341450706,55.2807840467,53.7208383365,51.5308626926,51.0429741722,1.4509159032,1.5338862253,1.4509159032,2.5042395921,32.4549451130,2134.5122770701,27663.2791108290,1621.1174129209,21009.6816714548,4.2447594569,75.9479076478,567.5450548870,67.6373854787,567.5450548870,32.4549451130,600.0000000000,1.5338862253,37.2696334830,1.4509159032,36.6022168363,4478.6994373410,99.1092669615,600.0000000000,36.6022168363,30.0588081266,31.9268589768,1.4509159032,4949.5576568344,99.7174994947,600.0000000000,77.6872943193,77.2473072435,70.4568910307,77.6668683935,1.4509159032,75.7660960216,78.6736749609,33.2410329038,3700.0621604767,6.7049156586,927.5840322580,0.3400000000,75.9340990510,213.7165477100,75.7660960216,29.1539287157,0.3400000000,78.6736749609,134.3872833310,78.5681083164,29.3556620552,75.9340990510,0.3400000000,18.1151010936,-8.6608182519,75.9340990510,69.1194688528,3.9630346681,23.7357031833,7.8046561501,-17.9438768846,36.2420860231,0.2266000000,75.9340990510,78.6047430987,54.7509837814,2265.0617684491,4.3561993389,927.5840322580,0.2266000000,75.9340990510,77.5541725584,39.3911292255,1373.8507013308,13.7598933343,479.9059960785,0.9546843536,2.5437217306,927.5840322580,4.5277607493,2.4942812633,2.0334794860,0.0771067280,2.4171745353,78.0387372969,78.0387372969,77.2473072435,56.9474669873,77.2473072435,76.6197700513,77.2570477135,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,45.5000000000,13.5364909815,0.5000000000,75.9340990510,2.4942812633,78.0387372969,2.9942812633,77.6872943193,2.3137090545,27.7645086535,80.0111523607,1017.5407498088,1.9277396322,2221.4703320918,4.3796702519,0.4014797342,0.8176561719,3.3613018055,6.8456485662,66.2727897764
8316.0000000000,600.0000000000,77.6693426047,37.2701817228,30.0587802829,70.4587344453,56.7356016985,55.2819457104,53.7216826248,51.5318064585,51.0439394832,1.4584885643,1.5418882145,1.4584885643,2.5041341380,32.4535784289,2134.4180167797,27662.0574974654,1620.9185712557,21007.1046834740,4.2442419586,75.9419456973,567.5464215711,68.7732846524,567.5464215711,32.4535784289,600.0000000000,1.5418882145,37.2701817228,1.4584885643,36.6027411034,4478.6511830664,99.1097593865,600.0000000000,36.6027411034,30.0587802829,31.9268382147,1.4584885643,4949.5539811980,99.7176358348,600.0000000000,77.6897604308,77.2496930979,70.4587344453,77.6693426047,1.4584885643,75.7905475704,78.7119261608,33.3241074433,3717.6530783797,6.8347304458,929.6705807517,0.3400000000,75.9586311892,213.8204683865,75.7905475704,29.1557179959,0.3400000000,78.7119261608,134.4839756393,78.6062845612,29.3584346433,75.9586311892,0.3400000000,18.1323146333,-8.6562058209,75.9586311892,69.1476827325,3.9713902040,23.7323621591,7.9435108353,-18.2469234139,36.8764202464,0.2266000000,75.9586311892,78.6368646738,54.7837428285,2271.5151968968,4.4355911760,929.6705807517,0.2266000000,75.9586311892,77.5847909737,39.4506564142,1379.0219112013,13.7576513460,480.9071477464,0.9714988541,2.5918983971,929.6705807517,4.5277599118,2.4937314245,2.0340284873,0.0778334406,2.4158979839,78.0368565986,78.0368565986,77.2496930979,56.9971022265,77.2496930979,76.6175765786,77.2551669209,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,46.2000000000,13.7447446889,0.5000000000,75.9586311892,2.4937314245,78.0368565986,2.9937314245,77.6897604308,2.3148951672,27.7787420059,80.1385705440,1020.3018293551,1.9634026170,2226.1486758660,4.4575048447,0.4021190928,0.8317193250,3.3666546964,6.9633892583,66.2355147001
8442.0000000000,600.0000000000,77.6717419610,37.2707228013,30.0587524758,70.4605101674,56.7370182547,55.2830677173,53.7224877214,51.5327145572,51.0448699410,1.4660608984,1.5498896287,1.4660608984,2.5040232947,32.4521418989,2134.3201956514,27660.7897356421,1620.7163269269,21004.4835969724,4.2437198120,75.9359504834,567.5478581011,69.9091347645,567.5478581011,32.4521418989,600.0000000000,1.5498896287,37.2707228013,1.4660608984,36.6032679197,4478.6046770742,99.1102515229,600.0000000000,36.6032679197,30.0587524758,31.9268182048,1.4660608984,4949.5453345857,99.7177728621,600.0000000000,77.6921516157,77.2520081272,70.4605101674,77.6717419610,1.4660608984,75.8140974936,78.7486493769,33.4029855329,3734.4459954335,6.9651468393,931.6647239399,0.3400000000,75.9822587301,213.9205575767,75.8140974936,29.1574411934,0.3400000000,78.7486493769,134.5768061322,78.6429358160,29.3610962356,75.9822587301,0.3400000000,18.1488225825,-8.6518510526,75.9822587301,69.1747871860,3.9793723689,23.7291631891,8.0826513774,-18.5498130528,37.5113444989,0.2266000000,75.9822587301,78.6677411570,54.8148287724,2277.6792872962,4.5152037794,931.6647239399,0.2266000000,75.9822587301,77.6142311553,39.5072026089,1383.9607596603,13.7554979404,481.8632583944,0.9883476003,2.6402519575,931.6647239399,4.5277590491,2.4932067192,2.0345523299,0.0785385445,2.4146681747,78.0350619874,78.0350619874,77.2520081272,57.0455246021,77.2520081272,76.6154833684,77.2533722126,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,46.9000000000,13.9529983963,0.5000000000,75.9822587301,2.4932067192,78.0350619874,2.9932067192,77.6921516157,2.3160272369,27.7923268430,80.2602036983,1022.9407503878,1.9991600850,2230.6178136659,4.5354994889,0.4027294233,0.8458043433,3.3717645558,7.0813130127,66.1988942893
8568.0000000000,600.0000000000,77.6740648431,37.2712565495,30.0587246959,70.4622167379,56.7383938652,55.2841492056,53.7232527785,51.5335862154,51.0457647895,1.4736328890,1.5578904434,1.4736328890,2.5039069487,32.4506340552,2134.2187383668,27659.4748492337,1620.5106092480,21001.8174958537,4.2431929240,75.9299213392,567.5493659448,71.0449333444,567.5493659448,32.4506340552,600.0000000000,1.5578904434,37.2712565495,1.4736328890,36.6037962458,4478.5592150149,99.1107433700,600.0000000000,36.6037962458,30.0587246959,31.9267986440,1.4736328890,4949.5316079678,99.7179105627,600.0000000000,77.6944662551,77.2542506580,70.4622167379,77.6740648431,1.4736328890,75.8367455320,78.7838443984,33.4777177520,3750.4409414000,7.0961369094,933.5664618227,0.3400000000,76.0049814139,214.0168141250,75.8367455320,29.1590983011,0.3400000000,78.7838443984,134.6657741965,78.6780618708,29.3636468465,76.0049814139,0.3400000000,18.1646246200,-8.6477539444,76.0049814139,69.2007819666,3.9869814814,23.7261063080,8.2220647142,-18.8525548198,38.1468340796,0.2266000000,76.0049814139,78.6973723179,54.8442619248,2283.5540546146,4.5950270226,933.5664618227,0.2266000000,76.0049814139,77.6424928093,39.5608026510,1388.6672097726,13.7534331384,482.7743711273,1.0052290165,2.6887742785,933.5664618227,4.5277581665,2.4927066830,2.0350514835,0.0792215393,2.4134851438,78.0333518634,78.0333518634,77.2542506580,57.0926640012,77.2542506580,76.6134885738,77.2516619893,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,47.6000000000,14.1612521037,0.5000000000,76.0049814139,2.4927066830,78.0333518634,2.9927066830,77.6944662551,2.3171054495,27.8052653939,80.3760688703,1025.4574371659,2.0350077595,2234.8779262535,4.6136468654,0.4033108113,0.8599102125,3.3766320999,7.1994113359,66.1629260586
8694.0000000000,600.0000000000,77.6763096244,37.2717827989,30.0586969354,70.4638526917,56.7397276526,55.2851893104,53.7239769449,51.5344206570,51.0466232698,1.4812045191,1.5658906339,1.4812045191,2.5037849864,32.4490534233,2134.1135692564,27658.1118575632,1620.3013472342,20999.1054601554,4.2426612009,75.9238575948,567.5509465767,72.1806778701,567.5509465767,32.4490534233,600.0000000000,1.5658906339,37.2717827989,1.4812045191,36.6043251614,4478.5141733592,99.1112349268,600.0000000000,36.6043251614,30.0586969354,31.9267792642,1.4812045191,4949.5126916860,99.7180489230,600.0000000000,77.6967027230,77.2564190105,70.4638526917,77.6763096244,1.4812045191,75.8584911737,78.8175107820,33.5483520398,3765.6379728060,7.2276727281,935.3757944001,0.3400000000,76.0267987268,214.1092358026,75.8584911737,29.1606892928,0.3400000000,78.8175107820,134.7508786333,78.7116622829,29.3660864723,76.0267987268,0.3400000000,18.1797203588,-8.6439144147,76.0267987268,69.2256666346,3.9942178467,23.7231915572,8.3617377941,-19.1551577318,38.7828642745,0.2266000000,76.0267987268,78.7257576770,54.8720615552,2289.1395182743,4.6750507796,935.3757944001,0.2266000000,76.0267987268,77.6695753959,39.6114895434,1393.1412315648,13.7514569755,483.6405277240,1.0221415286,2.7374572255,935.3757944001,4.5277572694,2.4922308599,2.0355264095,0.0798819214,2.4123489385,78.0317246552,78.0317246552,77.2564190105,57.1384525742,77.2564190105,76.6115903796,77.2500346802,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,34.9206243619,45.6478749828,23.1321250172,57.2727445900,48.3000000000,14.3695058111,0.5000000000,76.0267987268,2.4922308599,78.0317246552,2.9922308599,77.6967027230,2.3181299816,27.8175597787,80.4861822906,1027.8518190673,2.0709413608,2238.9291872311,4.6919396614,0.4038633381,0.8740359209,3.3812580105,7.3176757591,66.1276074678
