Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Central Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - Heat transfer rate (kW),Motor - Recovered thermal energy (kWh),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from central reservoir(kg/s),Mix Valve - Temperature in from central reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%),RO Module - Volume flux of water (L/m²h),RO Module - Mass flux of salt (kg/m²h),RO Module - Pressure loss in the brine channel (bar),RO Module - Brine outlet salinity (wt%),RO Module - Permeate salinity (wt%),RO Module - Brine outflow rate (kg/h),RO Module - Mass of water treated (kg),RO Pump - Outlet pressure (bar),RO Pump - Electricity consumption (kWh),RO Feedtank - Mass outflow rate (kg/h),RO Feedtank - Salinity (wt%),RO Feedtank - Temperature (°C),Overall - Net water production (L),Overall - Salinity of the treated water (wt%),Overall - Net electricity generation (kWh),Overall - Net heat recovered (kWh)
18648.0000000000,600.0000000000,77.5719389157,37.3228964836,30.0534459736,70.2929488772,56.7100667431,55.2022513139,53.5838614049,51.4392095602,50.9615164894,2.8969602951,3.0583044002,2.8969602951,2.4424104064,31.6536388674,2089.9071847946,27085.1971149380,1557.2922408540,20182.5074414673,4.1076525906,74.5148996178,568.3463611326,160.5962074152,568.3463611326,31.6536388674,600.0000000000,3.0583044002,37.3228964836,2.8969602951,36.6689694306,4447.2973402526,99.1985872159,600.0000000000,36.6689694306,30.0534459736,31.9133477604,2.8969602951,4913.3920156056,99.7461478532,600.0000000000,77.5904638140,77.1576590295,70.2929488772,77.5719389157,2.8969602951,74.6900994452,76.6149424544,25.9487819784,2448.4615815367,16.9644926503,786.3123028211,0.3400000000,74.8545561768,209.1439999657,74.6900994452,29.0750803430,0.3400000000,76.6149424544,129.1842169965,76.5134097124,29.2060533981,74.8545561768,0.3400000000,17.1289132435,-9.1438881582,74.8545561768,67.6571113257,3.3888251125,23.9431662368,19.1076712674,-43.3815703286,88.6147560460,0.2266000000,74.8545561768,76.9976379920,51.8107267027,1816.9777673712,10.7674734363,786.3123028211,0.2266000000,74.8545561768,76.0490524032,34.2497404115,1012.6053087507,13.8775113823,410.2933782592,2.3229139016,6.3970173035,786.3123028211,4.5277532361,2.5217884410,2.0059647950,0.0496978398,2.4720906013,78.1329176521,78.1329176521,77.1576590295,55.4282347319,77.1576590295,76.7294290362,77.3512272233,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.2060733496,45.6966460075,34.9206243619,45.6478749828,23.1321250172,57.2727445900,103.6000000000,30.8215486963,0.5000000000,74.8545561768,2.5217884410,78.1329176521,3.0217884410,77.5904638140,2.2293252382,26.7519028587,71.0065095336,831.1227232175,4.8154882718,1899.5592453759,10.7152925844,0.3562962629,1.9674338950,2.9830130132,16.4719126266,65.1781548884,20.0783325261,0.0018955556,0.0055323321,2.0453331920,0.0094695468,456.5002908830,886.0963017794,51.3153983543,5.1800000000,616.7999998800,1.5137730176,25.0000000000,1033.3678201943,0.0081447900,5.6388925846,41.2595473407
18774.0000000000,600.0000000000,77.5679267800,37.3232073791,30.0533912248,70.2884668013,56.7082213438,55.1998370819,53.5808374990,51.4367948484,50.9592396351,2.9120765212,3.0742012139,2.9120765212,2.4415359599,31.6423060399,2089.3040582585,27077.3805950297,1556.4888384633,20172.0953464848,4.1059906045,74.4979569781,568.3576939601,161.7038850137,568.3576939601,31.6423060399,600.0000000000,3.0742012139,37.3232073791,2.9120765212,36.6695036669,4446.8649108625,99.1994722925,600.0000000000,36.6695036669,30.0533912248,31.9131617014,2.9120765212,4912.8449842192,99.7464633432,600.0000000000,77.5864297914,77.1538794002,70.2884668013,77.5679267800,2.9120765212,74.6393609964,76.5260277722,25.6155289430,2399.8550040109,17.0493337766,780.7292109633,0.3400000000,74.8036505052,208.9284069012,74.6393609964,29.0713568805,0.3400000000,76.5260277722,128.9595485225,76.4246692401,29.1995747338,74.8036505052,0.3400000000,17.0876196173,-9.1604768701,74.8036505052,67.5930228486,3.3659491435,23.9516047324,19.2258777935,-43.7018982599,89.2135416189,0.2266000000,74.8036505052,76.9260585896,51.6770063121,1799.4203769892,10.8307588123,780.7292109633,0.2266000000,74.8036505052,75.9815545575,34.0149697686,998.5236671146,13.8826391783,407.5306806344,2.3372255784,6.4322107763,780.7292109633,4.5277513062,2.5232315033,2.0045198029,0.0485341688,2.4746973345,78.1378614144,78.1378614144,77.1538794002,55.3859898316,77.1538794002,76.7351756764,77.3561707684,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.2937354364,46.0204002448,34.9206243619,45.6478749828,23.1321250172,57.2727445900,104.3000000000,31.0298024037,0.5000000000,74.8036505052,2.5232315033,78.1378614144,3.0232315033,77.5864297914,2.2258430236,26.7101162831,70.6376524940,823.8535899652,4.8444496778,1886.7399120765,10.7815516858,0.3544454131,1.9798717229,2.9675171755,16.5760456365,65.1871104738,20.0592247013,0.0018990780,0.0055340586,2.0486713814,0.0094961788,456.6492539331,891.6403583070,51.3165265266,5.2150000000,616.7999998800,1.5167384209,25.0000000000,1039.9352479030,0.0081668943,5.6708516861,41.4752550280
18900.0000000000,600.0000000000,77.5638781629,37.3235166804,30.0533364494,70.2839498049,56.7063573373,55.1974033319,53.5777931079,51.4343617340,50.9569448556,2.9272119341,3.0901173941,2.9272119341,2.4406579053,31.6309264521,2088.6988428967,27069.5370039407,1555.6830320144,20161.6520949070,4.1043236172,74.4809639410,568.3690735479,162.8111651380,568.3690735479,31.6309264521,600.0000000000,3.0901173941,37.3235166804,2.9272119341,36.6700369553,4446.4309935066,99.2003575130,600.0000000000,36.6700369553,30.0533364494,31.9129750022,2.9272119341,4912.2959043493,99.7467796375,600.0000000000,77.5823592217,77.1500678155,70.2839498049,77.5638781629,2.9272119341,74.5877514199,76.4356112008,25.2718731840,2350.4470999161,17.1324595384,775.0537138000,0.3400000000,74.7518708349,208.7091146220,74.5877514199,29.0675689892,0.3400000000,76.4356112008,128.7310891391,76.3344298205,29.1929851554,74.7518708349,0.3400000000,17.0456462362,-9.1773263784,74.7518708349,67.5278523087,3.3426771016,23.9601823865,19.3432766770,-44.0228113965,89.8108699225,0.2266000000,74.7518708349,76.8532625817,51.5391025695,1781.5725492172,10.8934245567,775.0537138000,0.2266000000,74.7518708349,75.9129109442,33.7729442213,984.2118037589,13.8878533941,404.7200963525,2.3514397165,6.4669073306,775.0537138000,4.5277492440,2.5247071512,2.0030420927,0.0473596609,2.4773474903,78.1429169849,78.1429169849,77.1500678155,55.3457122679,77.1500678155,76.7410513148,77.3612261068,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.3829716181,46.3472504224,34.9206243619,45.6478749828,23.1321250172,57.2727445900,105.0000000000,31.2380561111,0.5000000000,74.7518708349,2.5247071512,78.1429169849,3.0247071512,77.5823592217,2.2222901479,26.6674817744,70.2615498082,816.4715022869,4.8731546703,1873.6985989517,10.8473581966,0.3525582061,1.9922441306,2.9517169452,16.6796309308,65.1965359816,20.0401598850,0.0019025925,0.0055357815,2.0520012381,0.0095228016,456.7978872745,897.1791433417,51.3176525472,5.2500000000,616.7999998800,1.5196981687,25.0000000000,1046.4975365798,0.0081889884,5.7023581969,41.6903851219
19026.0000000000,600.0000000000,77.5597931491,37.3238243955,30.0532816484,70.2793979674,56.7044747694,55.1949501120,53.5747282824,51.4319102599,50.9546321921,2.9423664323,3.1060528292,2.9423664323,2.4397762520,31.6195002259,2088.0915468111,27061.6664466723,1554.8748305192,20151.1778035287,4.1026516399,74.4639205543,568.3804997741,163.9180461538,568.3804997741,31.6195002259,600.0000000000,3.1060528292,37.3238243955,2.9423664323,36.6705693498,4445.9956307039,99.2012428687,600.0000000000,36.6705693498,30.0532816484,31.9127876810,2.9423664323,4911.7447865989,99.7470967239,600.0000000000,77.5782521905,77.1462243218,70.2793979674,77.5597931491,2.9423664323,74.5352711269,76.3436930384,24.9174600935,2300.2378205248,17.2138418882,769.2858113313,0.3400000000,74.6992175786,208.4861249952,74.5352711269,29.0637166733,0.3400000000,76.3436930384,128.4988398102,76.2426917513,29.1862846077,74.6992175786,0.3400000000,17.0029938859,-9.1944366024,74.6992175786,67.4616001497,3.3190081203,23.9688991143,19.4598540400,-44.3443188649,90.4067171792,0.2266000000,74.6992175786,76.7792503119,51.3968723157,1763.4342540213,10.9554605038,769.2858113313,0.2266000000,74.6992175786,75.8431220675,33.5234194625,969.6698193354,13.8931539909,401.8615146186,2.3655546378,6.5010989103,769.2858113313,4.5277470502,2.5262152226,2.0015318275,0.0461742635,2.4800409592,78.1480838078,78.1480838078,77.1462243218,55.3075002137,77.1462243218,76.7470552441,77.3663926829,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.4737812229,46.6772516218,34.9206243619,45.6478749828,23.1321250172,57.2727445900,105.7000000000,31.4463098185,0.5000000000,74.6992175786,2.5262152226,78.1480838078,3.0262152226,77.5782521905,2.2186658416,26.6239900993,69.8781366180,808.9769475790,4.9015993046,1860.4348174762,10.9127043387,0.3506343165,2.0045498400,2.9356095975,16.7826578080,65.2064289791,20.0211379388,0.0019060992,0.0055375007,2.0553227955,0.0095494152,456.9461919480,902.7126687427,51.3187764226,5.2850000000,616.7999998800,1.5226522776,25.0000000000,1053.0547072203,0.0082110721,5.7334043390,41.9049333637
19152.0000000000,600.0000000000,77.5556717006,37.3241305202,30.0532268228,70.2748112581,56.7025736199,55.1924774057,53.5716430098,51.4294404110,50.9523016287,2.9575399148,3.1220074075,2.9575399148,2.4388910009,31.6080273722,2087.4821723628,27053.7689538224,1554.0642376196,20140.6725195498,4.1009746766,74.4468268134,568.3919726278,165.0245264294,568.3919726278,31.6080273722,600.0000000000,3.1220074075,37.3241305202,2.9575399148,36.6711008973,4445.5588602578,99.2021283507,600.0000000000,36.6711008973,30.0532268228,31.9125997542,2.9575399148,4911.1916331284,99.7474145890,600.0000000000,77.5741086610,77.1423488382,70.2748112581,77.5556717006,2.9575399148,74.4819204398,76.2502735004,24.5519167203,2249.2271262620,17.2934527773,763.4255035571,0.3400000000,74.6456910598,208.2594395134,74.4819204398,29.0597999299,0.3400000000,76.2502735004,128.2628012945,76.1494552473,29.1794730280,74.6456910598,0.3400000000,16.9596633366,-9.2118074331,74.6456910598,67.3942667479,3.2949413203,23.9777548327,19.5755959741,-44.6664297883,91.0010596387,0.2266000000,74.6456910598,76.7040220352,51.2501649959,1745.0054626659,11.0168564865,763.4255035571,0.2266000000,74.6456910598,75.7721883463,33.2661385398,954.8978180864,13.8985409351,398.9548230132,2.3795686605,6.5347774630,763.4255035571,4.5277447261,2.5277555183,1.9999892078,0.0449778827,2.4827776356,78.1533611994,78.1533611994,77.1423488382,55.2714443193,77.1423488382,76.7531866071,77.3716698130,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.5661634985,47.0104588998,34.9206243619,45.6478749828,23.1321250172,57.2727445900,106.4000000000,31.6545635259,0.5000000000,74.6456910598,2.5277555183,78.1533611994,3.0277555183,77.5741086610,2.2149693103,26.5796317240,69.4873462073,801.3704337397,4.9297796530,1846.9480716690,10.9775823171,0.3486734094,2.0167875613,2.9191923297,16.8851154695,65.2167869651,20.0021587251,0.0019095979,0.0055392162,2.0586360865,0.0095760195,457.0941689915,908.2409463315,51.3198981589,5.3200000000,616.7999998800,1.5256007643,25.0000000000,1059.6067808814,0.0082331454,5.7639823174,42.1188954914
19278.0000000000,600.0000000000,77.5515136531,37.3244350372,30.0531719734,70.2701895328,56.7006538004,55.1899851293,53.5685372115,51.4269521119,50.9499530911,2.9727322806,3.1379810166,2.9727322806,2.4380021441,31.5965077870,2086.8707160006,27045.8444793675,1553.2512514312,20130.1362185488,4.0992927241,74.4296826594,568.4034922130,166.1306043313,568.4034922130,31.5965077870,600.0000000000,3.1379810166,37.3244350372,2.9727322806,36.6716316375,4445.1207150410,99.2030139505,600.0000000000,36.6716316375,30.0531719734,31.9124112359,2.9727322806,4910.6364373934,99.7477332188,600.0000000000,77.5699284695,77.1384411528,70.2701895328,77.5515136531,2.9727322806,74.4276995891,76.1553527157,24.1748506200,2197.4149870245,17.3712641556,757.4727904775,0.3400000000,74.5912915096,208.0290592794,74.4276995891,29.0558187489,0.3400000000,76.1553527157,128.0229741364,76.0547204373,29.1725503458,74.5912915096,0.3400000000,16.9156553428,-9.2294387318,74.5912915096,67.3258524097,3.2704758087,23.9867494606,19.6904885401,-44.9891532856,91.5938735775,0.2266000000,74.5912915096,76.6275779155,51.0988221969,1726.2861478064,11.0776023372,757.4727904775,0.2266000000,74.5912915096,75.7001101109,33.0008310634,939.8959079220,13.9040141979,395.9999074940,2.3934800987,6.5679349399,757.4727904775,4.5277422734,2.5293278010,1.9984144725,0.0437703821,2.4855574189,78.1587483447,78.1587483447,77.1384411528,55.2376261799,77.1384411528,76.7594443939,77.3770566822,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.6601176115,47.3469272855,34.9206243619,45.6478749828,23.1321250172,57.2727445900,107.1000000000,31.8628172333,0.5000000000,74.5912915096,2.5293278010,78.1587483447,3.0293278010,77.5699284695,2.2111997336,26.5343968032,69.0891099466,793.6524900133,4.9576918065,1833.2378581048,11.0419843192,0.3466751407,2.0289559929,2.9024622587,16.9869930178,65.2276073660,19.9832221063,0.0019130889,0.0055409281,2.0619411442,0.0096026147,457.2418194400,913.7639878914,51.3210177627,5.3550000000,616.7999998800,1.5285436455,25.0000000000,1066.1537786799,0.0082552081,5.7940843195,42.3322672391
19404.0000000000,600.0000000000,77.5473187123,37.3247379165,30.0531171012,70.2655325302,56.6987151528,55.1874731303,53.5654107413,51.4244452261,50.9475864448,2.9879434287,3.1539735438,2.9879434287,2.4371096642,31.5849412487,2086.2571681114,27037.8928987237,1552.4358644072,20119.5688027171,4.0976057715,74.4124879778,568.4150587513,167.2362782203,568.4150587513,31.5849412487,600.0000000000,3.1539735438,37.3247379165,2.9879434287,36.6721616022,4444.6812227843,99.2038996593,600.0000000000,36.6721616022,30.0531171012,31.9122221380,2.9879434287,4910.0791839149,99.7480525980,600.0000000000,77.5657113231,77.1345009187,70.2655325302,77.5473187123,2.9879434287,74.3726087096,76.0589307241,23.7858486185,2144.8013827391,17.4472479721,751.4276720925,0.3400000000,74.5360190633,207.7949849927,74.3726087096,29.0517731126,0.3400000000,76.0589307241,127.7793586593,75.9584873609,29.1655164827,74.5360190633,0.3400000000,16.8709706417,-9.2473303299,74.5360190633,67.2563573685,3.2456106795,23.9958829187,19.8045177669,-45.3124984703,92.1851352980,0.2266000000,74.5360190633,76.5499180216,50.9426771468,1707.2762835160,11.1376878869,751.4276720925,0.2266000000,74.5360190633,75.6268875996,32.7272123522,924.6642004941,13.9095737564,392.9966523967,2.4072872625,6.6005632963,751.4276720925,4.5277396944,2.5309317947,1.9968078996,0.0425515814,2.4883802133,78.1642442955,78.1642442955,77.1345009187,55.2061166224,77.1345009187,76.7658274395,77.3825523428,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.7556426468,47.6867117773,34.9206243619,45.6478749828,23.1321250172,57.2727445900,107.8000000000,32.0710709408,0.5000000000,74.5360190633,2.5309317947,78.1642442955,3.0309317947,77.5657113231,2.2073562640,26.4882751683,68.6833572350,785.8236678732,4.9853318744,1819.3036659234,11.1059025145,0.3446391559,2.0410538208,2.8854164184,17.0882794525,65.2388875298,19.9643279454,0.0019165720,0.0055426364,2.0652380012,0.0096292006,457.3891443260,919.2818051678,51.3221352401,5.3900000000,616.7999998800,1.5314809377,25.0000000000,1072.6957217917,0.0082772603,5.8237025149,42.5450443368
19530.0000000000,600.0000000000,77.5430864515,37.3250391146,30.0530622070,70.2608398702,56.6967574480,55.1849411862,53.5622633840,51.4219195540,50.9452014939,3.0031732584,3.1699848757,3.0031732584,2.4362135352,31.5733274158,2085.6415129024,27029.9140072147,1551.6180632314,20108.9700994793,4.0959138005,74.3952425972,568.4266725842,168.3415464475,568.4266725842,31.5733274158,600.0000000000,3.1699848757,37.3250391146,3.0031732584,36.6726908154,4444.2404058732,99.2047854685,600.0000000000,36.6726908154,30.0530622070,31.9120324701,3.0031732584,4909.5198480938,99.7483727106,600.0000000000,77.5614567960,77.1305276520,70.2608398702,77.5430864515,3.0031732584,74.3166478373,75.9610074730,23.3844754741,2091.3863035651,17.5213761754,745.2901484020,0.3400000000,74.4798737571,207.5572169352,74.3166478373,29.0476629958,0.3400000000,75.9610074730,127.5319549574,75.8607559657,29.1583713520,74.4798737571,0.3400000000,16.8256099527,-9.2654820273,74.4798737571,67.1857817822,3.2203450132,24.0051551298,19.9176696520,-45.6364744494,92.7748211282,0.2266000000,74.4798737571,76.4710423244,50.7815541773,1687.9758453792,11.1971029660,745.2901484020,0.2266000000,74.4798737571,75.5525209556,32.4449825124,909.2028112678,13.9152195929,389.9449404353,2.4209884580,6.6326544913,745.2901484020,4.5277369915,2.5325671844,1.9951698070,0.0413212560,2.4912459284,78.1698479688,78.1698479688,77.1305276520,55.1769738101,77.1305276520,76.7723344224,77.3881557119,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.8527376086,48.0298673401,34.9206243619,45.6478749828,23.1321250172,57.2727445900,108.5000000000,32.2793246482,0.5000000000,74.4798737571,2.5325671844,78.1698479688,3.0325671844,77.5614567960,2.2034380262,26.4412563147,68.2700154393,777.8845419466,5.0126959863,1805.1449768387,11.1693290548,0.3425650906,2.0530797187,2.8680517576,17.1889636682,65.2506247217,19.9454761057,0.0019200474,0.0055443411,2.0685266903,0.0096557772,457.5361446794,924.7944098683,51.3232505976,5.4250000000,616.7999998800,1.5344126576,25.0000000000,1079.2326314502,0.0082993018,5.8528290552,42.7572225096
19656.0000000000,600.0000000000,77.5388163098,37.3253385743,30.0530072914,70.2561110519,56.6947803842,55.1823890034,53.5590948546,51.4193748323,50.9427979801,3.0184216688,3.1860148980,3.0184216688,2.4353137211,31.5616658256,2085.0237283265,27021.9075191114,1550.7978287536,20098.3398606460,4.0942167847,74.3779462883,568.4383341744,169.4464073496,568.4383341744,31.5616658256,600.0000000000,3.1860148980,37.3253385743,3.0184216688,36.6732192927,4443.7982811558,99.2056713695,600.0000000000,36.6732192927,30.0530072914,31.9118422395,3.0184216688,4908.9583960915,99.7486935396,600.0000000000,77.5571643284,77.1265207298,70.2561110519,77.5388163098,3.0184216688,74.2598169068,75.8615828149,22.9702724337,2037.1697501607,17.5936207137,739.0602194061,0.3400000000,74.4228555253,207.3157549595,74.2598169068,29.0434883652,0.3400000000,75.8615828149,127.2807628895,75.7615261044,29.1511148584,74.4228555253,0.3400000000,16.7795739763,-9.2838935923,74.4228555253,67.1141257313,3.1946778776,24.0145660192,20.0299301599,-45.9610903224,93.3629074210,0.2266000000,74.4228555253,76.3909506942,50.6152681410,1668.3848105193,11.2558374040,739.0602194061,0.2266000000,74.4228555253,75.4770102242,32.1538254433,893.5118595867,13.9209516954,386.8446527003,2.4345819871,6.6642004881,739.0602194061,4.5277341678,2.5342336158,1.9935005520,0.0400791358,2.4941544799,78.1755581465,78.1755581465,77.1265207298,55.1502411704,77.1265207298,76.7789638637,77.3938655718,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,9.9514014221,48.3764489026,34.9206243619,45.6478749828,23.1321250172,57.2727445900,109.2000000000,32.4875783556,0.5000000000,74.4228555253,2.5342336158,78.1755581465,3.0342336158,77.5571643284,2.1994441157,26.3933293887,67.8490098301,769.8357109813,5.0397802919,1790.7612651451,11.2322560734,0.3404525698,2.0650323470,2.8503651368,17.2890344510,65.2628161183,19.9266664509,0.0019235150,0.0055460422,2.0718072439,0.0096823446,457.6828215280,930.3018136629,51.3243638413,5.4600000000,616.7999998800,1.5373388217,25.0000000000,1085.7645289458,0.0083213324,5.8814560737,42.9687974779
19782.0000000000,600.0000000000,77.5345075915,37.3256362251,30.0529523551,70.2513454534,56.6927835874,55.1798162169,53.5559047981,51.4168107340,50.9403755829,3.0336885591,3.2020634958,3.0336885591,2.4344101770,31.5499558934,2084.4037860690,27013.8730674545,1549.9751359802,20087.6777623033,4.0925146902,74.3605987640,568.4500441066,170.5508592453,568.4500441066,31.5499558934,600.0000000000,3.2020634958,37.3256362251,3.0336885591,36.6737470413,4443.3548597686,99.2065573538,600.0000000000,36.6737470413,30.0529523551,31.9116514511,3.0336885591,4908.3947847970,99.7490150670,600.0000000000,77.5528332257,77.1224793896,70.2513454534,77.5345075915,3.0336885591,74.2021157485,75.7606565050,22.5427556709,1982.1517337699,17.6639535357,732.7378851047,0.3400000000,74.3649641978,207.0705984787,74.2021157485,29.0392491793,0.3400000000,75.7606565050,127.0257820726,75.6607975327,29.1437468981,74.3649641978,0.3400000000,16.7328633941,-9.3025647604,74.3649641978,67.0413892166,3.1686083268,24.0241155140,20.1412852228,-46.2863551801,93.9493705533,0.2266000000,74.3649641978,76.3096428978,50.4436237818,1648.5031576269,11.3138810297,732.7378851047,0.2266000000,74.3649641978,75.4003553504,31.8534077613,877.5914687284,13.9267700582,383.6956686574,2.4480661476,6.6951932542,732.7378851047,4.5277312268,2.5359306954,1.9918005314,0.0388249055,2.4971057899,78.1813734759,78.1813734759,77.1224793896,55.1259451637,77.1224793896,76.7857141289,77.3996805703,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,10.0516329375,48.7265113545,34.9206243619,45.6478749828,23.1321250172,57.2727445900,109.9000000000,32.6958320630,0.5000000000,74.3649641978,2.5359306954,78.1813734759,3.0359306954,77.5528332257,2.1953735978,26.3444831734,67.4202635152,761.6777988593,5.0665809625,1776.1519977223,11.2946756850,0.3383012078,2.0769103532,2.8323533257,17.3884804757,65.2754588015,19.9078988448,0.0019269749,0.0055477396,2.0750796944,0.0097089028,457.8291758973,935.8040281839,51.3254749776,5.4950000000,616.7999998800,1.5402594465,25.0000000000,1092.2914356245,0.0083433522,5.9095756854,43.1797649565
