Time (s),Desal - Coolant mass flow rate (kg/h),Desal - Hot feedwater inlet temperature (°C),Desal - Hot feedwater outlet temperature (°C),Desal - Cold feedwater inlet temperature (°C),Desal - Cold feedwater outlet temperature (°C),Desal - Feed membrane temperature (°C),Desal - Membrane gap temperature (°C),Desal - Gap film boundary temperature (°C),Desal - Film wall temperature (°C),Desal - Coolant wall temperature (°C),Desal - Hot feedwater inlet salinity (wt%),Desal - Hot feedwater outlet salinity (wt%),Desal - Cold feedwater inlet salinity (wt%),Desal - Mass flux (kg/m²h),Desal - Distilled water production rate (kg/h),Desal - Total heat flux (W/m²),Desal - Total heat transfer rate (W),Desal - Vapor heat flux (W/m²),Desal - Vapor heat transfer rate (W),Desal - Gain-output ratio (GOR),Desal - Thermal efficiency,Desal - Hot feedwater outlet mass flow rate (kg/h),Desal - Total water produced (kg),FeedTank - Feedwater inlet mass flow rate (kg/h),FeedTank - Brackish water inlet flow rate (kg/h),FeedTank - Feedwater outlet mass flow rate (kg/h),FeedTank - Feedwater inlet salinity (wt%),FeedTank - Feedwater inlet temperature (°C),FeedTank - Water salinity (wt%),FeedTank - Water temperature (°C),ColdHex - Heat transfer rate (W),ColdHex - Effectiveness,ColdHex - Hot side inlet mass flow rate (kg/h),ColdHex - Hot side inlet temperature (°C),ColdHex - Hot side outlet temperature (°C),ColdHex - Cold side outlet temperature (°C),ColdHex - Hot side salinity (wt%),HotHex - Heat transfer rate (W),HotHex - Effectiveness,HotHex - Cold side inlet mass flow rate (kg/h),HotHex - Hot side inlet temperature (°C),HotHex - Hot side outlet temperature (°C),HotHex - Cold side inlet temperature (°C),HotHex - Cold side outlet temperature (°C),HotHex - Cold side salinity (wt%),SolarField - Solar field inlet temperature (°C),SolarField - Solar field outlet temperature (°C),SolarField - Efficiency,SolarField - Heat transfer rate (W),SolarField - Recovered thermal energy (kWh),SolarField - Solar irradiance (W/m²),CircuitToSolar - Mass flow rate (kg/s),CircuitToSolar - Inlet temperature (°C),CircuitToSolar - Heat loss (W),CircuitToSolar - Outlet temperature (°C),CircuitToSolar - Surface temperature (°C),CircuitFromSolar - Mass flow rate (kg/s),CircuitFromSolar - Inlet temperature (°C),CircuitFromSolar - Heat loss (W),CircuitFromSolar - Outlet temperature (°C),CircuitFromSolar - Surface temperature (°C),Central Reservoir - Temperature (°C),HCPV - Mass flow rate (kg/s),HCPV - Heat transfer rate lost in the backplate (kW),HCPV - Heat transfer rate recovered from the solar cells (kW),HCPV - Inlet temperature (°C),HCPV - Outlet temperature (°C),HCPV - Electrical power (kW),HCPV - Global panel electrical efficiency (%),HCPV - Electrical energy generated (kWh),HCPV - Recovered thermal energy (kWh),HCPV - Lost thermal energy (kWh),ETC - Mass flow rate (kg/s),ETC - ETC inlet temperature (°C),ETC - ETC outlet temperature (°C),ETC - Efficiency,ETC - Heat transfer rate (W),ETC - Recovered thermal energy (kWh),ETC - Solar irradiance (W/m²),PVT - Mass flow rate (kg/s),PVT - PVT inlet temperature (°C),PVT - PVT outlet temperature (°C),PVT - Thermal Efficiency,PVT - Heat transfer rate (W),PVT - Electrical Efficiency,PVT - Electrical power output (W),PVT - Electrical energy generated (kWh),PVT - Recovered thermal energy (kWh),PVT - Solar irradiance (W/m²),Motor - Nominal Mass flow rate (kg/s),Motor - Outlet mass flow rate (kg/s),Motor - Recirculation mass flow rate (kg/s),Motor - Radiator in mass flow rate (kg/s),Motor - Radiator bypass mass flow rate (kg/s),Motor - Outlet temperature motor (°C),Motor - Oulet temperature recirculation (°C),Motor - Entry temperature radiator (°C),Motor - Oulet temperature radiator (°C),Motor - Bypass temperature radiator (°C),Motor - Mixture temperature radiator (°C),Motor - Mixture temperature engine (°C),Motor - Fuel consumption (L/h),Motor - Fuel consumption (g/kWh),Motor - Heat coolant (kW),Motor - Heat exhaust (kW),Motor - Heat rejection (kW),Motor - Heat transfer rate (kW),Motor - Recovered thermal energy (kWh),Motor - System efficiency,Motor - Engine efficiency,Motor - Coolant efficiency,Motor - Energy input (kW),Motor - Electrical energy generated/demanded (kWh),Motor - Fuel consumed (L),Mix Valve - Mass flow rate in from central reservoir(kg/s),Mix Valve - Temperature in from central reservoir(kg/s),Mix Valve - Mass flow rate in from motor(kg/s),Mix Valve - Temperature in from motor(kg/s),Mix Valve - Out Mass flow rate (kg/s),Mix Valve - Out Temperature (°C),Electrolyzer - Cell voltage (V),Electrolyzer - Stack voltage (V),Electrolyzer - Electrical current (A),Electrolyzer - Heat transfer rate generated (W),Electrolyzer - Heat generated (kWh),Electrolyzer - Power demand (W),Electrolyzer - Electricity demand (kWh),Electrolyzer - Hydrogen flow rate (Nm³/h),Electrolyzer - Hydrogen produced (Nm³),Electrolyzer - Water consumption rate (kg/h),Electrolyzer - Water consumed (kg),Electrolyzer - Conversion efficiency (%),RO Module - Volume flux of water (L/m²h),RO Module - Mass flux of salt (kg/m²h),RO Module - Pressure loss in the brine channel (bar),RO Module - Brine outlet salinity (wt%),RO Module - Permeate salinity (wt%),RO Module - Brine outflow rate (kg/h),RO Module - Mass of water treated (kg),RO Pump - Outlet pressure (bar),RO Pump - Electricity consumption (kWh),RO Feedtank - Mass outflow rate (kg/h),RO Feedtank - Salinity (wt%),RO Feedtank - Temperature (°C),Overall - Net water production (L),Overall - Salinity of the treated water (wt%),Overall - Net electricity generation (kWh),Overall - Net heat recovered (kWh)
6678.0000000000,600.0000000000,77.6319509858,37.2707239026,30.0583399294,70.4195674429,56.7173041956,55.2599816810,53.6957918555,51.5107345471,51.0239600037,1.5657333169,1.6550149576,1.5657333169,2.4975057010,32.3676738855,2129.6386274518,27600.1166117749,1614.8499550439,20928.4554173695,4.2326402870,75.8274166437,567.6323261145,53.9272557317,567.6323261145,32.3676738855,600.0000000000,1.6550149576,37.2707239026,1.5657333169,36.6048043967,4474.3359569750,99.1167046614,600.0000000000,36.6048043967,30.0583399294,31.9249815239,1.5657333169,4944.5391051846,99.7200748596,600.0000000000,77.6521969341,77.2139233319,70.4195674429,77.6319509858,1.5657333169,75.4017081636,78.0948769211,31.8947855842,3426.7929985031,5.2041518727,895.3378365095,0.3400000000,75.5685102220,212.1679360491,75.4017081636,29.1272508831,0.3400000000,78.0948769211,132.9242695073,77.9904444335,29.3136771323,75.5685102220,0.3400000000,17.8534115056,-8.7360423819,75.5685102220,68.6938916838,3.8335136139,23.7868846669,6.1654651421,-14.2920236005,28.6853003318,0.2266000000,75.5685102220,78.1215273673,54.2185870398,2165.0602778773,3.4243898047,895.3378365095,0.2266000000,75.5685102220,77.0942374238,38.4290617383,1293.7029366428,13.7937420417,464.3622243016,0.7561560422,1.9823422871,895.3378365095,4.5277668498,2.5029615455,2.0248053042,0.0669302342,2.4360313114,78.0684411859,78.0684411859,77.2139233319,56.2894523034,77.2139233319,76.6543942618,77.2867522889,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,8.0060969719,20.9703556503,34.9206243619,45.6478749828,23.1321250172,57.2727445900,37.1000000000,11.0374464926,0.5000000000,75.5685102220,2.5029615455,78.0684411859,3.0029615455,77.6521969341,2.2951800658,27.5421607894,78.0235775810,974.9154185606,1.5087047130,2148.9379190977,3.4608105922,0.3915064871,0.6509774002,3.2778029619,5.4501667811,66.7719450295,22.1120055848,0.0015207874,0.0053498498,1.6845771493,0.0068987309,440.6778229701,333.4761115191,51.1973792775,1.8550000000,616.7999998800,1.2035599723,25.0000000000,383.1262430142,0.0060231514,1.6429105921,18.7979207274
6804.0000000000,600.0000000000,77.6352266849,37.2715634216,30.0582907517,70.4218623772,56.7192811223,55.2614654039,53.6967451291,51.5118963215,51.0251675318,1.5784718121,1.6684705992,1.5784718121,2.4972633719,32.3645332993,2129.4384551491,27597.5223787327,1614.4750488040,20923.5966325001,4.2317104075,75.8169387286,567.6354667007,55.0600691442,567.6354667007,32.3645332993,600.0000000000,1.6684705992,37.2715634216,1.5784718121,36.6053794903,4474.0475666345,99.1175260738,600.0000000000,36.6053794903,30.0582907517,31.9248574397,1.5784718121,4944.4774376154,99.7203034919,600.0000000000,77.6554588015,77.2170602893,70.4218623772,77.6352266849,1.5784718121,75.4372532268,78.1517178305,32.0330528346,3453.9315633848,5.3245706215,898.5332486685,0.3400000000,75.6041724361,212.3189939824,75.4372532268,29.1298543243,0.3400000000,78.1517178305,133.0679377437,78.0471739650,29.3178028908,75.6041724361,0.3400000000,17.8791520697,-8.7284264914,75.6041724361,68.7356255321,3.8463781571,23.7818328603,6.2998661375,-14.5976500791,29.3106258959,0.2266000000,75.6041724361,78.1688608288,54.2733405208,2174.9814834526,3.5003427528,898.5332486685,0.2266000000,75.6041724361,77.1392590990,38.5277110096,1301.6529430795,13.7904214745,465.9073230210,0.7724361067,2.0277627895,898.5332486685,4.5277667287,2.5020664580,2.0257002707,0.0678874086,2.4341790494,78.0653772428,78.0653772428,77.2170602893,56.3478052270,77.2170602893,76.6508244717,77.2836883322,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.9451576492,21.2494890338,34.9206243619,45.6478749828,23.1321250172,57.2727445900,37.8000000000,11.2457002000,0.5000000000,75.6041724361,2.5020664580,78.0653772428,3.0020664580,77.6554588015,2.2970325045,27.5643900534,78.2220370509,979.1340154661,1.5429015157,2156.1427400429,3.5361511221,0.3925023165,0.6646977814,3.2861403268,5.5650376896,66.7266557564,22.0881047460,0.0015251905,0.0053519794,1.6888888437,0.0069261900,440.8634113370,339.5811905792,51.1987445805,1.8900000000,616.7999998800,1.2071486659,25.0000000000,390.2710751116,0.0060450979,1.6839511221,19.0474166341
6930.0000000000,600.0000000000,77.6384398265,37.2723990467,30.0582418062,70.4240986076,56.7212255239,55.2629155317,53.6976636751,51.5130272130,51.0263450588,1.5912415678,1.6819589089,1.5912415678,2.4970151649,32.3613165371,2129.2344244130,27594.8781403926,1614.0959157719,20918.6830684036,4.2307733020,75.8063977017,567.6386834629,56.1927712911,567.6386834629,32.3613165371,600.0000000000,1.6819589089,37.2723990467,1.5912415678,36.6059914422,4473.7825435365,99.1183487482,600.0000000000,36.6059914422,30.0582418062,31.9247434095,1.5912415678,4944.4112400127,99.7205335276,600.0000000000,77.6586579944,77.2201396543,70.4240986076,77.6384398265,1.5912415678,75.4718175990,78.2069578096,32.1663376217,3480.2803448467,5.4459252962,901.6362555220,0.3400000000,75.6388507271,212.4658852546,75.4718175990,29.1323857100,0.3400000000,78.2069578096,133.2075610467,78.1023057028,29.3218118973,75.6388507271,0.3400000000,17.9041669142,-8.7210436084,75.6388507271,68.7761897081,3.8588648030,23.7769251882,6.4347107251,-14.9030140909,29.9368395594,0.2266000000,75.6388507271,78.2148713338,54.3261122098,2184.6147005910,3.5766378645,901.6362555220,0.2266000000,75.6388507271,77.1830257639,38.6228324336,1309.3728500931,13.7871940534,467.4068791681,0.7887694463,2.0734574849,901.6362555220,4.5277665180,2.5012039507,2.0265625673,0.0688267716,2.4323771790,78.0624250016,78.0624250016,77.2201396543,56.4058908940,77.2201396543,76.6473844635,77.2807360673,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.8859476599,21.5265201704,34.9206243619,45.6478749828,23.1321250172,57.2727445900,38.5000000000,11.4539539074,0.5000000000,75.6388507271,2.5012039507,78.0624250016,3.0012039507,77.6586579944,2.2988279647,27.5859355762,78.4144454741,983.2319427094,1.5772438413,2163.1358410937,3.6117400858,0.3934677829,0.6784524806,3.2942234847,5.6801959187,66.6820422322,22.0642622595,0.0015295830,0.0053541041,1.6931880915,0.0069536414,441.0485552675,345.6796764765,51.2001070204,1.9250000000,616.7999998800,1.2107298342,25.0000000000,397.4088914656,0.0060670861,1.7252400857,19.2967705664
7056.0000000000,600.0000000000,77.6415906499,37.2732307669,30.0581930480,70.4262763421,56.7231375111,55.2643321740,53.6985476017,51.5141273109,51.0274926700,1.6040424538,1.6954797439,1.6040424538,2.4967611023,32.3580238861,2129.0265537754,27592.1841369292,1613.7125739935,20913.7149589552,4.2298289886,75.7957936754,567.6419761139,57.3253595125,567.6419761139,32.3580238861,600.0000000000,1.6954797439,37.2732307669,1.6040424538,36.6066351625,4473.5374378065,99.1191726711,600.0000000000,36.6066351625,30.0581930480,31.9246379491,1.6040424538,4944.3405431794,99.7207649345,600.0000000000,77.6617947545,77.2231615351,70.4262763421,77.6415906499,1.6040424538,75.5054218555,78.2606157739,32.2947122986,3505.8371977115,5.5681882151,904.6468570701,0.3400000000,75.6725657382,212.6086972199,75.5054218555,29.1348465660,0.3400000000,78.2606157739,133.3431870977,78.1558585253,29.3257055722,75.6725657382,0.3400000000,17.9284618798,-8.7138999609,75.6725657382,68.8156000090,3.8709739392,23.7721610431,6.5699856854,-15.2081239058,30.5639160298,0.2266000000,75.6725657382,78.2595790880,54.3769293673,2193.9595539167,3.6532650533,904.6468570701,0.2266000000,75.6725657382,77.2255574976,38.7144772192,1316.8621732453,13.7840585767,468.8609181183,0.8051544675,2.1194183111,904.6468570701,4.5277662228,2.5003730724,2.0273931504,0.0697483867,2.4306246858,78.0595811965,78.0595811965,77.2231615351,56.4636318185,77.2231615351,76.6440704701,77.2778922289,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.8284285968,21.8015088824,34.9206243619,45.6478749828,23.1321250172,57.2727445900,39.2000000000,11.6622076148,0.5000000000,75.6725657382,2.5003730724,78.0595811965,3.0003730724,77.6617947545,2.3005667374,27.6068008491,78.6008288510,987.2090154815,1.6117274632,2169.9174286678,3.6875700764,0.3944030169,0.6922404374,3.3020535279,5.7956325906,66.6381036848,22.0404779494,0.0015339647,0.0053562240,1.6974749467,0.0069810851,441.2332560642,351.7715853032,51.2014666055,1.9600000000,616.7999998800,1.2143034986,25.0000000000,404.5397144604,0.0060891133,1.7667700764,19.5459840193
7182.0000000000,600.0000000000,77.6446789789,37.2740585343,30.0581444382,70.4283954158,56.7250169741,55.2657152231,53.6993968033,51.5151965109,51.0286102614,1.6168743401,1.7090329605,1.6168743401,2.4965011767,32.3546552498,2128.8148417559,27589.4403491569,1613.3250227508,20908.6922948503,4.2288774613,75.7851265928,567.6453447502,58.4578311515,567.6453447502,32.3546552498,600.0000000000,1.7090329605,37.2740585343,1.6168743401,36.6073062218,4473.3092488525,99.1199978293,600.0000000000,36.6073062218,30.0581444382,31.9245397674,1.6168743401,4944.2653484648,99.7209976840,600.0000000000,77.6648689076,77.2261256436,70.4283954158,77.6446789789,1.6168743401,75.5380818202,78.3127062789,32.4182497974,3530.6004726828,5.6913316301,907.5650533127,0.3400000000,75.7053333453,212.7474970437,75.5380818202,29.1372380692,0.3400000000,78.3127062789,133.4748525633,78.2078469595,29.3294850169,75.7053333453,0.3400000000,17.9520413841,-8.7070003627,75.7053333453,68.8538685689,3.8827059617,23.7675399659,6.7056778124,-15.5129879855,31.1918301930,0.2266000000,75.7053333453,78.3029996376,54.4258199041,2203.0157575699,3.7302142212,907.5650533127,0.2266000000,75.7053333453,77.2668697298,38.8026966648,1324.1205271687,13.7810141223,470.2694723046,0.8215895775,2.1656371906,907.5650533127,4.5277658483,2.4995729917,2.0281928566,0.0706521939,2.4289207978,78.0568429705,78.0568429705,77.2261256436,56.5209482571,77.2261256436,76.6408791983,77.2751539608,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.7725702041,22.0745137978,34.9206243619,45.6478749828,23.1321250172,57.2727445900,39.9000000000,11.8704613222,0.5000000000,75.7053333453,2.4995729917,78.0568429705,2.9995729917,77.6648689076,2.3022491065,27.6269892778,78.7812126442,991.0650648971,1.6463481483,2176.4877170164,3.7636336949,0.3953081462,0.7060605961,3.3096315262,5.9113388651,66.5948390924,22.0167516400,0.0015383358,0.0053583390,1.7017494626,0.0070085211,441.4175150275,357.8569331028,51.2028233440,1.9950000000,616.7999998800,1.2178696808,25.0000000000,411.6635663967,0.0061111767,1.8085336949,19.7950570026
7308.0000000000,600.0000000000,77.6477043052,37.2748822721,30.0580959429,70.4304553658,56.7268636268,55.2670643974,53.7002110039,51.5162345541,51.0296975779,1.6297370969,1.7226184143,1.6297370969,2.4962353569,32.3512102250,2128.5992708775,27586.6465505718,1612.9332463397,20903.6148725619,4.2279186951,75.7743962618,567.6487897750,59.5901835425,567.6487897750,32.3512102250,600.0000000000,1.7226184143,37.2748822721,1.6297370969,36.6080007621,4473.0953645526,99.1208242095,600.0000000000,36.6080007621,30.0580959429,31.9244477405,1.6297370969,4944.1856336293,99.7212317499,600.0000000000,77.6678799471,77.2290313739,70.4304553658,77.6477043052,1.6297370969,75.5698095919,78.3632404617,32.5370227156,3554.5689095294,5.8153277429,910.3908442499,0.3400000000,75.7371656871,212.8823360645,75.5698095919,29.1395611228,0.3400000000,78.3632404617,133.6025854748,78.2582821207,29.3331510832,75.7371656871,0.3400000000,17.9749087309,-8.7003485174,75.7371656871,68.8910046503,3.8940612704,23.7630616137,6.8417739142,-15.8176149399,31.8205570690,0.2266000000,75.7371656871,78.3451448761,54.4728119241,2211.7830959383,3.8074752616,910.3908442499,0.2266000000,75.7371656871,77.3069742459,38.8875415936,1331.1476045136,13.7780599866,471.6325793417,0.8380731852,2.2121060338,910.3908442499,4.5277653999,2.4988029677,2.0289624321,0.0715380346,2.4272649331,78.0542077778,78.0542077778,77.2290313739,56.5777590614,77.2290313739,76.6378077152,77.2725187177,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.7183486039,22.3455926023,34.9206243619,45.6478749828,23.1321250172,57.2727445900,40.6000000000,12.0787150296,0.5000000000,75.7371656871,2.4988029677,78.0542077778,2.9988029677,77.6678799471,2.3038753478,27.6465041741,78.9556216992,994.7999358410,1.6811016582,2182.8469248751,3.8399235497,0.3961832955,0.7199119052,3.3169585231,6.0273059391,66.5522472088,21.9930831560,0.0015426963,0.0053604493,1.7060116927,0.0070359493,441.6013334562,363.9357358705,51.2041772440,2.0300000000,616.7999998800,1.2214284023,25.0000000000,418.7804694803,0.0061332740,1.8505235497,20.0439883589
7434.0000000000,600.0000000000,77.6506658551,37.2757018808,30.0580475330,70.4324554910,56.7286770423,55.2683792771,53.7009897912,51.5172410578,51.0307542439,1.6426305942,1.7362359598,1.6426305942,2.4959635928,32.3476881633,2128.3798108826,27583.8023490386,1612.5372170946,20898.4823335466,4.2269526497,75.7636023819,567.6523118367,60.7224140009,567.6523118367,32.3476881633,600.0000000000,1.7362359598,37.2757018808,1.6426305942,36.6087154196,4472.8935088375,99.1216517984,600.0000000000,36.6087154196,30.0580475330,31.9243608890,1.6426305942,4944.1013575465,99.7214671083,600.0000000000,77.6708271009,77.2318778659,70.4324554910,77.6506658551,1.6426305942,75.6006143476,78.4122267786,32.6511026319,3577.7415534599,5.9401487165,913.1242298817,0.3400000000,75.7680719710,213.0132532082,75.6006143476,29.1418164152,0.3400000000,78.4122267786,133.7264070925,78.3071724487,29.3367044267,75.7680719710,0.3400000000,17.9970663529,-8.6939472576,75.7680719710,68.9270152646,3.9050402651,23.7587257347,6.9782608128,-16.1220134926,32.4500717773,0.2266000000,75.7680719710,78.3860238321,54.5179333740,2220.2614083380,3.8850380611,913.1242298817,0.2266000000,75.7680719710,77.3458799734,38.9690619331,1337.9431594741,13.7751956378,472.9502805481,0.8546037007,2.2588167415,913.1242298817,4.5277648826,2.4980623287,2.0297025539,0.0724056702,2.4256566585,78.0516733088,78.0516733088,77.2318778659,56.6339823967,77.2318778659,76.6348533605,77.2699841904,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.6657449095,22.6148022378,34.9206243619,45.6478749828,23.1321250172,57.2727445900,41.3000000000,12.2869687370,0.5000000000,75.7680719710,2.4980623287,78.0516733088,2.9980623287,77.6708271009,2.3054457292,27.6653487500,79.1240801845,998.4134852303,1.7159837490,2188.9952728243,3.9164322567,0.3970285860,0.7337933174,3.3240355342,6.1435250457,66.5103265870,21.9694723223,0.0015470462,0.0053625548,1.7102616900,0.0070633697,441.7847126477,370.0080095530,51.2055283138,2.0650000000,616.7999998800,1.2249796845,25.0000000000,425.8904458136,0.0061554028,1.8927322567,20.2927760132
7560.0000000000,600.0000000000,77.6535626432,37.2765172427,30.0579991831,70.4343949008,56.7304566814,55.2696593319,53.7017326445,51.5182155413,51.0317797879,1.6555547020,1.7498854510,1.6555547020,2.4956858195,32.3440882210,2128.1564213203,27580.9072203111,1612.1368978213,20893.2941957635,4.2259792725,75.7527445666,567.6559117790,61.8545198162,567.6559117790,32.3440882210,600.0000000000,1.7498854510,37.2765172427,1.6555547020,36.6094472583,4472.7016964770,99.1224805828,600.0000000000,36.6094472583,30.0579991831,31.9242783589,1.6555547020,4944.0124639854,99.7217037366,600.0000000000,77.6737093849,77.2346640562,70.4343949008,77.6535626432,1.6555547020,75.6305029727,78.4596715822,32.7605595903,3600.1176887734,6.0657666850,915.7652102080,0.3400000000,75.7980591049,213.1402776630,75.6305029727,29.1440044664,0.3400000000,78.4596715822,133.8463333628,78.3545242837,29.3401455484,75.7980591049,0.3400000000,18.0185160015,-8.6877987315,75.7980591049,68.9619056575,3.9156433426,23.7545321478,7.1151253444,-16.4261924538,33.0803495103,0.2266000000,75.7980591049,78.4256432863,54.5612117835,2228.4505771835,3.9628925016,915.7652102080,0.2266000000,75.7980591049,77.3835935979,39.0473064047,1344.5069948914,13.7724206784,474.2226197812,0.8711795354,2.3057612069,915.7652102080,4.5277643019,2.4973504551,2.0304138468,0.0732547984,2.4240956567,78.0492374323,78.0492374323,77.2346640562,56.6895363422,77.2346640562,76.6320136807,77.2675482486,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.6147441431,22.8821990566,34.9206243619,45.6478749828,23.1321250172,57.2727445900,42.0000000000,12.4952224444,0.5000000000,75.7980591049,2.4973504551,78.0492374323,2.9973504551,77.6737093849,2.3069605095,27.6835261136,79.2866115467,1001.9055806060,1.7509901720,2194.9329812080,3.9931524399,0.3978441354,0.7477037899,3.3308635444,6.2599874527,66.4690756006,21.9459189640,0.0015513855,0.0053646556,1.7144995072,0.0070907823,441.9676538980,376.0737700486,51.2068765614,2.1000000000,616.7999998800,1.2285235489,25.0000000000,432.9935173892,0.0061775609,1.9351524399,20.5414171684
7686.0000000000,600.0000000000,77.6563935158,37.2773282260,30.0579508709,70.4362725534,56.7322019160,55.2709039438,53.7024389571,51.5191574457,51.0327736620,1.6685092902,1.7635667409,1.6685092902,2.4954019598,32.3404093988,2127.9290536354,27577.9605351146,1611.7322437601,20888.0498791310,4.2249985015,75.7418223604,567.6595906012,62.9864982452,567.6595906012,32.3404093988,600.0000000000,1.7635667409,37.2773282260,1.6685092902,36.6101937126,4472.5181940603,99.1233105494,600.0000000000,36.6101937126,30.0579508709,31.9241994042,1.6685092902,4943.9188846701,99.7219416136,600.0000000000,77.6765256467,77.2373887191,70.4362725534,77.6563935158,1.6685092902,75.6594805536,78.5055795737,32.8654617289,3621.6967876223,6.1921537606,918.3137852289,0.3400000000,75.8271321919,213.2634309757,75.6594805536,29.1461256643,0.3400000000,78.5055795737,133.9623760631,78.4003423177,29.3434748286,75.8271321919,0.3400000000,18.0392588955,-8.6819045494,75.8271321919,68.9956796893,3.9258708945,23.7504807278,7.2523543587,-16.7301606988,33.7113655117,0.2266000000,75.8271321919,78.4640082548,54.6026740708,2236.3505186087,4.0410284616,918.3137852289,0.2266000000,75.8271321919,77.4201200464,39.1223222980,1350.8389521523,13.7697348166,475.4496425188,0.8877991025,2.3529313169,918.3137852289,4.5277636630,2.4966667670,2.0310968961,0.0740850657,2.4225817012,78.0468981528,78.0468981528,77.2373887191,56.7443393911,77.2373887191,76.6292863778,77.2652088972,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.5653343891,23.1478389433,34.9206243619,45.6478749828,23.1321250172,57.2727445900,42.7000000000,12.7034761519,0.5000000000,75.8271321919,2.4966667670,78.0468981528,2.9966667670,77.6765256467,2.3084199388,27.7010392660,79.4432384780,1005.2760989853,1.7861166743,2200.6602684922,4.0700767306,0.3986300576,0.7616422836,3.3374435069,6.3766844620,66.4284924633,21.9224229064,0.0015557142,0.0053667516,1.7187251968,0.0071181869,442.1501585022,382.1330332074,51.2082219951,2.1350000000,616.7999998800,1.2320600168,25.0000000000,440.0897060847,0.0061997464,1.9777767306,20.7899084578
7812.0000000000,600.0000000000,77.6591571857,37.2781346880,30.0579025775,70.4380872877,56.7339120475,55.2721124256,53.7031080545,51.5200661507,51.0337352586,1.6814942284,1.7772796818,1.6814942284,2.4951119270,32.3366505745,2127.6976528666,27574.9615811513,1611.3232041828,20882.7487262095,4.2240102669,75.7308352534,567.6633494255,64.1183465077,567.6633494255,32.3366505745,600.0000000000,1.7772796818,37.2781346880,1.6814942284,36.6109525377,4472.3414863021,99.1241416850,600.0000000000,36.6109525377,30.0579025775,31.9241233731,1.6814942284,4943.8205417663,99.7221807187,600.0000000000,77.6792746002,77.2400505006,70.4380872877,77.6591571857,1.6814942284,75.6875507649,78.5499541584,32.9658750090,3642.4784696098,6.3192820400,920.7699549443,0.3400000000,75.8552949190,213.3827286953,75.6875507649,29.1481802925,0.3400000000,78.5499541584,134.0745436978,78.4446299493,29.3466925517,75.8552949190,0.3400000000,18.0592958381,-8.6762658987,75.8552949190,69.0283401336,3.9357233048,23.7465713925,7.3899347191,-17.0339271519,34.3430950604,0.2266000000,75.8552949190,78.5011223692,54.6423464008,2243.9611751739,4.1194358171,920.7699549443,0.2266000000,75.8552949190,77.4554628651,39.1941553101,1356.9389032732,13.7671378435,476.6313951336,0.9044608167,2.4003189534,920.7699549443,4.5277629714,2.4960107141,2.0317522573,0.0748960777,2.4211146365,78.0446535770,78.0446535770,77.2400505006,56.7983108653,77.2400505006,76.6266692715,77.2629642435,5.9501059259,240.9792900000,13.2484028793,16.6377323034,1.2428185576,7.5175061331,23.4117774092,34.9206243619,45.6478749828,23.1321250172,57.2727445900,43.4000000000,12.9117298593,0.5000000000,75.8552949190,2.4960107141,78.0446535770,2.9960107141,77.6792746002,2.3098242583,27.7178910994,79.5939828921,1008.5249259211,1.8213589985,2206.1773499675,4.1471977679,0.3993864624,0.7756077637,3.3437763425,6.4936074084,66.3885752469,21.8989839749,0.0015600325,0.0053688428,1.7229388112,0.0071455837,442.3322277540,388.1858148313,51.2095646229,2.1700000000,616.7999998800,1.2355891096,25.0000000000,447.1790336591,0.0062219573,2.0205977679,21.0382460662
